interStrokeTime,strokeDuration,startX,startY,stopX,stopY,distanceEndToEnd,meanResultantLength,UDLRflag,directionEndToEnd,20pcPairwiseVelocity,50pcPairwiseVelocity,80pcPairwiseVelocity,20pcPairwiseAccel,50pcPairwiseAccel,80pcPairwiseAccel,medianVelocityLast3Points,largestDeviationEndToEnd,20pcDeviationEndToEnd,50pcDeviationEndToEnd,80pcDeviationEndToEnd,averageDirection,trajectoryLength,distE2EandtrajLength,averageVelocity,medianAccellerationAtFirst5points,midStrokePressure,midStrokeAreaCovered,midStrokeFingerOrientation,changeFingerOrientation,phoneOrientation,docID,phoneID,userID
0.82,0.126,24.09,-25.198,9.0714,-26.61,15.084,0.71308,4,-3.0479,12.095,155.97,183.36,-5137.5,-1727,4981.7,137.91,-0.33338,-0.1673,-0.015154,-2.2204e-017,-3.0504,15.108,0.99846,119.9,-939.79,0.094118,0.1,0,0,1,4,5,33
1.146,0.21,26.509,-34.068,3.2254,-29.633,23.702,0.77596,4,2.9534,47.387,178.18,199.93,-2999.5,-805.58,733.09,113.08,0.7591,8.8818e-016,0.30647,0.62237,2.9172,23.772,0.99704,113.2,-801.98,0.094118,0.066667,0,0,1,4,5,33
0.251,0.066,13.002,-19.554,20.763,-22.074,8.1599,0.98172,2,-0.31394,5.6345,56.345,550.87,-15943,14924,45790,56.345,0.13446,0,0,0.094124,-0.25341,8.1713,0.99861,123.81,14924,0.090196,0.066667,0,0,1,4,5,33
0.32,0.138,9.273,-19.756,26.408,-23.183,17.474,0.9853,2,-0.1974,28.977,172.04,244.05,-6693.5,-3121.3,6307.5,123.82,1.1663,0,0.23721,1.103,-0.16099,17.67,0.98894,128.04,-3635.9,0.094118,0.13333,0,0,1,4,5,33
5.112,0.053,9.5754,-21.57,25.803,-24.694,16.526,0.99464,2,-0.19022,113.43,420.81,1945.3,-1.3801e+005,-19313,9.8913e+005,420.81,0.52685,2.2204e-016,4.4409e-016,0.45891,-0.14889,16.565,0.99766,312.54,-19313,0.096078,0.083333,0,0,1,4,5,33
0.594,0.201,27.617,-21.771,6.9548,-25.501,20.997,0.79237,4,-2.963,82.258,126.62,167.45,-3415.6,-1884.1,3375.3,77.728,-1.8711,-0.94889,0,0.10717,-2.9772,21.896,0.95893,108.93,-1196.4,0.16863,0.16667,0,0,1,4,5,33
3.363,0.188,21.167,-22.477,4.8381,-23.787,16.381,0.73926,4,-3.0615,27.577,107.94,157.24,-4207.7,-1808.7,3979.3,70.154,-0.57181,-0.48214,-0.32684,0,-3.0284,16.506,0.99242,87.799,-1808.7,0.14902,0.11667,0,0,1,4,5,33
0.372,0.169,2.5198,-20.36,18.748,-26.106,17.215,0.98842,2,-0.34027,71.623,135.99,148.27,-4037.3,131.53,2604.3,139.82,0.87166,0,0.42344,0.7669,-0.30104,17.339,0.99283,102.6,497.21,0.15294,0.1,0,0,1,4,5,33
1.087,0.111,4.8381,-18.143,21.167,-24.795,17.632,0.97568,2,-0.38688,34.441,230.81,252.59,-5862.7,-749.31,6694.4,230.81,-0.49784,-0.37027,0,0.25065,-0.36095,17.772,0.99208,160.11,-749.31,0.13333,0.13333,0,0,1,4,5,33
0.354,0.17,28.121,-27.113,14.514,-29.734,13.857,0.77351,4,-2.9513,26.006,83.217,135.65,-2020.9,-1170.5,-423.09,27.046,-0.72508,-0.50624,-0.091643,0,-2.9773,13.948,0.99352,82.044,-1307.2,0.16078,0.16667,0,0,1,4,5,33
0.964,0.13,21.771,-29.029,8.3659,-32.96,13.97,0.65729,4,-2.8564,42.428,90.062,666.73,-32977,-2607.8,4.4594e+005,62.902,-1.2603,-0.92518,-0.15854,-3.9968e-016,-2.8578,14.256,0.97997,109.66,-2607.8,0.1451,0.16667,0,0,1,4,5,33
0.322,0.155,9.273,-27.214,24.795,-28.928,15.617,0.98129,2,-0.10994,16.732,97.781,201.21,-4951.8,-2819.6,2674.9,68.359,1.0175,0,0.36561,0.6985,-0.033588,15.829,0.98661,102.12,-2819.6,0.13333,0.13333,0,0,1,4,5,33
1.012,0.147,14.111,-21.368,29.029,-23.989,15.146,0.98112,2,-0.1739,21.345,130.44,207.84,-5396.7,-1912.7,969.25,83.5,1.2302,0,0.42057,1.0752,-0.11433,15.444,0.98073,105.06,-1903.8,0.14902,0.16667,0,0,1,4,5,33
0.449,0.273,25.501,-27.214,10.079,-30.037,15.678,0.80882,4,-2.9606,13.267,54.279,109.78,-4718.4,-1236.2,3988.3,45.329,-0.33438,-0.21378,-0.025597,0.075754,-2.9358,15.76,0.99479,57.728,-1570.2,0.14118,0.16667,0,0,1,4,5,33
2.584,0.13,21.267,-27.214,11.49,-28.827,9.9091,0.71002,4,-2.9781,30.837,82.137,122.92,-4814,-2814.6,4276.2,58.2,-0.487,-0.45204,0,0.017532,-2.985,9.9886,0.99204,76.835,-2437.7,0.16078,0.2,0,0,1,4,5,33
0.423,0.199,6.9548,-42.434,20.36,-42.031,13.412,0.99434,2,0.030066,26.565,69.007,124.83,-2282.1,-1568,2767.5,50.642,-0.18029,-0.14908,-0.093931,0,0.028379,13.456,0.99667,67.62,-620.9,0.098039,0.11667,0,0,1,4,5,33
0.738,0.105,15.522,-38.302,26.61,-45.458,13.196,0.96807,2,-0.57317,17.163,125.21,633.78,-58839,-3449.5,2.5845e+005,125.21,-0.82068,-0.75277,-0.079296,0,-0.45368,13.358,0.9879,127.22,-3449.5,0.1098,0.1,0,0,1,4,5,33
0.427,0.184,24.795,-43.039,4.4349,-38.604,20.838,0.73421,4,2.9271,15.69,94.262,248.56,-4820.2,-2110.7,5656.2,54.563,1.3086,-8.8818e-016,0.034128,0.83185,2.9084,21.135,0.98594,114.86,-3112.5,0.1098,0.083333,0,0,1,4,5,33
3.967,0.166,24.493,-42.636,8.6683,-40.217,16.008,0.75984,4,2.9899,69.856,101.02,154.84,-5318.8,141.33,3319,100.99,-0.64034,-0.31446,0,0.32271,3.0306,16.257,0.9847,97.934,-1289.1,0.12549,0.1,0,0,1,4,5,33
0.293,0.092,12.902,-37.999,28.525,-43.442,16.544,0.98555,2,-0.33524,60.793,247.58,350.05,-10365,5137.1,5271.5,247.58,-0.81243,-0.74703,-8.8818e-016,-4.4409e-016,-0.2489,16.642,0.9941,180.89,5137.1,0.086275,0.066667,0,0,1,4,5,33
1.592,0.144,14.212,-39.41,31.952,-46.365,19.054,0.95388,2,-0.37363,21.172,107.53,223.11,-6392.5,-2545.4,4490.5,25.1,-1.5926,-1.1251,-0.32204,6.2172e-016,-0.52295,19.406,0.98189,134.76,-5292.1,0.098039,0.083333,0,0,1,4,5,33
0.369,0.154,25.098,-42.031,0.80635,-36.286,24.961,0.67009,4,2.9093,7.4372,264.9,603.14,-24274,760.25,90931,264.9,1.1282,0,0.05698,0.78242,2.8181,25.089,0.99493,162.91,760.25,0.12549,0.083333,0,0,1,4,5,33
0.683,0.115,25.702,-44.349,0.50397,-43.644,25.208,0.65162,4,3.1136,9.2964,291.8,528.43,-11179,-5538.3,18284,291.8,1.4984,0,0.092291,1.4817,3.0746,25.477,0.98947,221.54,-5538.3,0.12157,0.1,0,0,1,4,5,33
0.5,0.264,0.90714,-38.402,28.827,-46.869,29.175,0.98819,2,-0.29443,75.889,173.41,200.24,-3025.6,-152.69,5251.6,167.82,-1.9382,-1.5534,-0.70827,0,-0.25366,29.474,0.98986,111.64,1876.3,0.12941,0.083333,0,0,1,4,5,33
3.659,0.14,16.53,-37.495,31.649,-44.551,16.684,0.98578,2,-0.43663,52.576,73.011,149.86,-4737.2,-1076.2,3664.6,53.625,-0.28619,-0.20703,-0.13396,0,-0.3959,16.729,0.99734,119.49,-1166.3,0.094118,0.13333,0,0,1,4,5,33
0.647,0.406,23.384,-37.092,0.20159,-31.448,23.86,0.67099,4,2.9028,6.9743,98.977,178.65,-5179.5,-465.88,5573.4,114.95,0.49818,-0.15414,0,0.20949,3.0163,24.097,0.99015,59.353,-465.88,0.12157,0.083333,0,0,1,4,5,33
0.721,0.152,28.222,-39.31,0.60476,-31.448,28.715,0.76806,4,2.8643,44.615,196.2,358.54,-8389.3,-2597.5,548.6,126.06,1.7959,0,0.23351,1.4502,2.8042,29.069,0.98783,191.24,-1603.5,0.12157,0.1,0,0,1,4,5,33
1.351,0.467,1.2095,-29.936,1.2095,-32.657,2.7214,0.31482,1,-1.5708,0,14.086,64.234,-1665.2,-49.997,2366,0,-5.9468,-5.846,-2.3183,-0.090714,-0.67512,12.309,0.2211,26.357,-771.25,0.12941,0.13333,0,0,1,4,5,33
