interStrokeTime,strokeDuration,startX,startY,stopX,stopY,distanceEndToEnd,meanResultantLength,UDLRflag,directionEndToEnd,20pcPairwiseVelocity,50pcPairwiseVelocity,80pcPairwiseVelocity,20pcPairwiseAccel,50pcPairwiseAccel,80pcPairwiseAccel,medianVelocityLast3Points,largestDeviationEndToEnd,20pcDeviationEndToEnd,50pcDeviationEndToEnd,80pcDeviationEndToEnd,averageDirection,trajectoryLength,distE2EandtrajLength,averageVelocity,medianAccellerationAtFirst5points,midStrokePressure,midStrokeAreaCovered,midStrokeFingerOrientation,changeFingerOrientation,phoneOrientation,docID,phoneID,userID
3.194,0.262,28.021,-30.641,10.281,-39.511,19.834,0.36899,4,-2.6779,0.16557,1.6557,3497.1,-6.4761e+005,64574,7.7676e+005,1.6557,0.090153,0,0,0.063107,-2.4641,19.844,0.99949,75.739,64574,0.39,0.044444,0,0,1,4,3,35
0.435,0.227,15.724,-24.997,16.631,-33.766,8.8158,0.92731,1,-1.4677,22.679,44.323,68.585,-2568.3,-907.5,4979.2,14.272,0.70181,0.048401,0.1452,0.54416,-1.3984,9.0284,0.97646,39.773,-1618.3,0.58,0.044444,0,0,1,4,3,35
1.314,0.237,26.206,-34.169,3.3262,-34.875,22.891,0.80292,4,-3.1108,64.439,90.916,154.29,-1903.5,191.28,2964.5,111.88,-1.1712,-0.80468,-0.1793,0.013758,-3.0101,23.176,0.98771,97.789,1731.9,0.53,0.044444,0,0,1,4,3,35
0.701,0.176,6.35,-37.898,28.525,-34.774,22.394,0.98998,2,0.13999,32.836,114.04,190.02,-3151.9,-1741.2,21426,161.13,-0.31757,-0.29194,-0.096632,4.4409e-016,0.18836,22.459,0.9971,127.61,-768.65,0.79,0.066667,0,0,1,4,3,35
0.445,0.186,31.851,-31.044,8.2651,-36.185,24.139,0.75297,4,-2.927,48.683,124.63,199.17,-8094.5,-416.33,2485.1,120.63,-1.2525,-1.1054,-0.67675,0,-2.8036,24.575,0.98229,132.12,596.02,0.47,0.044444,0,0,1,4,3,35
0.553,0.15,27.315,-33.766,7.8619,-35.782,19.557,0.83863,4,-3.0383,76.389,143.13,330.89,-16964,1097,76060,198.45,-1.9028,-1.628,-0.74232,-0.024155,-2.9567,20.118,0.97212,134.12,782.14,0.605,0.044444,0,0,1,4,3,35
0.422,0.284,28.424,-32.859,4.3341,-37.999,24.632,0.73778,4,-2.9314,61.001,110.34,120.52,-1693.1,-0.091458,2026.9,73.258,-0.69744,-0.4979,-0.084345,0.053123,-2.8882,24.778,0.99413,87.245,0,0.6,0.044444,0,0,1,4,3,35
0.453,0.205,1.9151,-38.302,30.037,-37.898,28.124,0.89764,2,0.014336,35.24,79.547,138.89,-3557.8,-994.47,4776.9,107.96,-2.2646,-1.7292,-0.56153,0,0.29154,29.168,0.96422,142.28,1400.2,0.76,0.088889,0,0,1,4,3,35
0.872,0.15,6.854,-35.782,30.54,-34.471,23.723,0.99645,2,0.055263,15.714,139.86,329.6,-10674,-1866,1.4904e+005,139.86,-0.65651,-0.52804,-0.20171,0,0.055459,23.78,0.99759,158.53,-1830.7,0.64,0.044444,0,0,1,4,3,35
0.43,0.153,25.098,-37.394,15.321,-40.418,10.234,0.66034,4,-2.8416,22.049,67.962,107.68,-4787.8,-1564.7,11207,67.962,0.57478,0,0.14891,0.50688,-2.9614,10.326,0.99109,67.49,-1564.7,0.485,0.044444,0,0,1,4,3,35
