interStrokeTime,strokeDuration,startX,startY,stopX,stopY,distanceEndToEnd,meanResultantLength,UDLRflag,directionEndToEnd,20pcPairwiseVelocity,50pcPairwiseVelocity,80pcPairwiseVelocity,20pcPairwiseAccel,50pcPairwiseAccel,80pcPairwiseAccel,medianVelocityLast3Points,largestDeviationEndToEnd,20pcDeviationEndToEnd,50pcDeviationEndToEnd,80pcDeviationEndToEnd,averageDirection,trajectoryLength,distE2EandtrajLength,averageVelocity,medianAccellerationAtFirst5points,midStrokePressure,midStrokeAreaCovered,midStrokeFingerOrientation,changeFingerOrientation,phoneOrientation,docID,phoneID,userID
0.509,0.156,29.979,-32.813,1.7442,-41.098,29.425,0.63774,4,-2.8562,33.927,209.8,2599.5,-2.6732e+005,-2419.9,2.0175e+006,122.01,2.8909,0,1.269,2.3282,-2.8471,30.21,0.97401,193.65,-2419.9,0.6,0.17778,0,0,1,4,2,22
1.619,0.108,7.1948,-41.534,2.6163,-45.894,6.3227,0.49512,4,-2.3806,11.175,111.75,252.81,-9796.2,-5643.1,-1490,111.75,0.27441,0,0,0.19209,-1.8253,6.3522,0.99537,58.817,-5643.1,0.62,0.17778,0,0,1,4,2,22
0.395,0.112,7.0858,-41.534,29.761,-39.572,22.759,0.9921,2,0.086323,65.962,249.21,327.97,-9893.7,-4706.4,-1350.8,249.21,-1.3545,-1.2615,-2.2204e-016,-1.1102e-016,0.10265,22.957,0.9914,204.97,-4706.4,0.7,0.18889,0,0,1,4,2,22
1.982,0.088,7.5219,-40.444,29.979,-36.955,22.726,0.9872,2,0.15411,163.61,354.4,914,-54232,-6363.3,137.85,340.81,-1.6106,-1.3368,-0.49834,0,0.14338,23.003,0.98795,261.4,-6363.3,0.62,0.2,0,0,1,4,2,22
0.523,0.141,26.817,-34.666,2.0712,-44.041,26.462,0.59593,4,-2.7794,55.163,217.85,381.7,-7060,-4941.9,-2273.7,164.09,2.6914,0,0.23936,2.1441,-2.6719,27.051,0.97823,191.85,-4941.9,0.63,0.17778,0,0,1,4,2,22
1.869,0.057,8.83,-41.643,5.5597,-44.15,4.1209,0.32124,4,-2.4875,0,121.2,242.4,-6060.1,-6060.1,-6060.1,121.2,2.2204e-016,2.2204e-017,2.2204e-016,2.2204e-016,-1.2438,4.1209,1,72.297,-6060.1,0.545,0.15556,0,0,1,4,2,22
0.381,0.111,9.4841,-39.681,34.775,-40.008,25.293,0.98848,2,-0.01293,83.661,322.03,384.86,-8553.4,-1873.8,-1741.1,322.03,-2.2205,-1.9127,0,0,0.043018,25.714,0.98364,231.66,-1873.8,0.56,0.16667,0,0,1,4,2,22
1.865,0.153,6.1047,-41.534,30.742,-38.7,24.799,0.98089,2,0.11454,36.438,269.71,496.36,-48745,181.21,3.6656e+005,183.43,-1.9753,-1.774,-0.76336,0,0.12995,25.291,0.98057,165.3,420.2,0.65,0.15556,0,0,1,4,2,22
1.137,0.084,34.448,-42.297,34.448,-42.297,0,1,2,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,NaN,0,NaN,0.07,0.022222,0,0,1,4,2,22
0.478,0.12,28.888,-39.354,4.4695,-45.349,25.144,0.49383,4,-2.9008,47.829,245.2,395.14,-72351,-6111.3,-2385.7,245.2,2.2521,0,0,2.0377,-2.8781,25.597,0.9823,213.31,-6111.3,0.53,0.14444,0,0,1,4,2,22
4.001,0.141,29.324,-41.643,6.7588,-46.439,23.07,0.58966,4,-2.9321,66.099,212.2,250.35,-5651.1,-1968.3,2211.7,187.44,1.4506,0,0.2112,1.1509,-2.9154,23.331,0.98882,165.46,-1968.3,0.45,0.13333,0,0,1,4,2,22
0.418,0.095,10.901,-41.861,28.67,-40.444,17.826,0.99752,2,0.079586,70.086,255.32,341.56,-7623.2,-6146.4,-1730.7,255.32,-0.54467,-0.54301,0,0,0.067515,17.87,0.99749,188.11,-6146.4,0.495,0.14444,0,0,1,4,2,22
