interStrokeTime,strokeDuration,startX,startY,stopX,stopY,distanceEndToEnd,meanResultantLength,UDLRflag,directionEndToEnd,20pcPairwiseVelocity,50pcPairwiseVelocity,80pcPairwiseVelocity,20pcPairwiseAccel,50pcPairwiseAccel,80pcPairwiseAccel,medianVelocityLast3Points,largestDeviationEndToEnd,20pcDeviationEndToEnd,50pcDeviationEndToEnd,80pcDeviationEndToEnd,averageDirection,trajectoryLength,distE2EandtrajLength,averageVelocity,medianAccellerationAtFirst5points,midStrokePressure,midStrokeAreaCovered,midStrokeFingerOrientation,changeFingerOrientation,phoneOrientation,docID,phoneID,userID
0.688,0.13,25.198,-37.596,12.398,-36.991,12.815,0.74511,4,3.0944,20.922,65.086,239.85,-33537,-2132.6,2.0223e+005,38.439,0.21246,0,0.035674,0.16672,3.0244,12.852,0.99714,98.86,-986.95,0.27,0.044444,0,0,1,4,3,5
3.506,0.085,22.578,-32.355,10.684,-34.169,12.031,0.50403,4,-2.9902,5.7412,258.23,932.45,-47696,26566,2.8237e+005,258.23,-0.17733,-0.1064,0,2.2204e-016,-2.8283,12.051,0.99835,141.78,26566,0.29,0.044444,0,0,1,4,3,5
0.464,0.153,13.406,-31.448,30.742,-31.649,17.338,0.99876,2,-0.011627,0,18.899,198.7,-3787.3,-119,6624.7,195.23,-0.45588,-0.20708,-0.0035158,-2.7756e-017,0.020373,17.37,0.99814,113.53,0,0.34,0.044444,0,0,1,4,3,5
3.724,0.107,13.708,-31.145,25.904,-30.238,12.23,0.99575,2,0.074243,13.853,119.34,522.89,-32226,4618.7,2.7683e+005,174.37,-0.43695,-0.32705,-0.07061,0,0.099217,12.27,0.99671,114.67,4618.7,0.32,0.044444,0,0,1,4,3,5
0.505,0.151,26.408,-31.75,12.095,-30.742,14.348,0.66543,4,3.0713,29.347,95.448,132.25,-3772.5,139.31,4816.7,123.02,-0.20392,-0.11471,0,0.005098,3.0835,14.361,0.9991,95.106,139.31,0.25,0.044444,0,0,1,4,3,5
4.211,0.133,23.989,-30.44,11.894,-30.339,12.096,0.54881,4,3.1333,12.446,92.775,555.56,-15564,-497.11,3.0953e+005,67.131,-0.47287,-0.32589,-0.15412,-6.9389e-018,3.0831,12.154,0.99518,91.385,1337,0.32,0.044444,0,0,1,4,3,5
0.677,0.114,12.095,-37.294,26.005,-36.487,13.933,0.99233,2,0.057906,23.9,87.694,250.96,-6176.2,555.52,32531,138.34,-0.6125,-0.392,-0.026979,0,0.13526,14.013,0.99428,122.92,555.52,0.28,0.044444,0,0,1,4,3,5
2.813,0.09,17.437,-35.479,26.509,-36.487,9.1273,0.99797,2,-0.11066,16.799,117.03,133.02,-41088,214.51,6283.8,122.66,-0.2894,-0.24265,-0.033392,0,-0.04571,9.1485,0.99768,101.65,214.51,0.27,0.044444,0,0,1,4,3,5
0.459,0.204,28.726,-37.798,11.289,-38.503,17.452,0.79896,4,-3.1012,10.903,67.735,102.71,-2880.5,-156.57,2733.2,60.503,-0.24334,-0.046979,0,0.00652,-3.1114,17.468,0.99909,85.625,708.24,0.25,0.044444,0,0,1,4,3,5
3.077,0.141,28.928,-34.471,13.305,-36.689,15.78,0.55365,4,-3.0006,6.5735,144.88,270.84,-10143,-1602.7,1.4341e+005,54.48,-0.60777,-0.38662,-0.092711,0,-2.9484,15.838,0.99632,112.33,-41.004,0.27,0.044444,0,0,1,4,3,5
