interStrokeTime,strokeDuration,startX,startY,stopX,stopY,distanceEndToEnd,meanResultantLength,UDLRflag,directionEndToEnd,20pcPairwiseVelocity,50pcPairwiseVelocity,80pcPairwiseVelocity,20pcPairwiseAccel,50pcPairwiseAccel,80pcPairwiseAccel,medianVelocityLast3Points,largestDeviationEndToEnd,20pcDeviationEndToEnd,50pcDeviationEndToEnd,80pcDeviationEndToEnd,averageDirection,trajectoryLength,distE2EandtrajLength,averageVelocity,medianAccellerationAtFirst5points,midStrokePressure,midStrokeAreaCovered,midStrokeFingerOrientation,changeFingerOrientation,phoneOrientation,docID,phoneID,userID
2.687,0.768,18.096,-53.525,17.551,-40.662,12.875,0.85505,3,1.6131,12.264,15.573,34.236,-511.87,-56.787,626.88,1.0482,-0.55011,-0.37843,-0.24552,-0.092301,1.4765,13.23,0.97316,17.227,1218.5,0.57,0.17778,0,0,1,4,2,4
3.394,2.193,31.832,-26.817,0,-22.784,32.086,0.62265,4,3.0156,5.3209,11.012,27.253,-606.12,0,581.73,0.59897,-2.657,-2.2421,-1.4633,-0.30307,2.8537,33.556,0.9562,15.301,807.8,0.82,0.22222,0,0,1,4,2,4
8.699,0.767,25.945,-29.106,0.32704,-26.054,25.799,0.88979,4,3.023,18.169,25.65,77.22,-839.09,-172.28,1152.4,3.0281,1.5325,0.091803,0.52581,1.1966,3.0547,26.142,0.98689,34.084,1029.7,0.82,0.17778,0,0,1,4,2,4
0.923,0.678,7.1948,-35.429,33.685,-33.685,26.547,0.98603,2,0.065749,18.225,37.526,89.883,-2876.3,-161.35,3470.6,17.757,0.42705,-0.18998,-0.089976,0.14262,0.062226,26.764,0.99192,39.475,1343.7,0.66,0.15556,0,0,1,4,2,4
9.164,0.609,9.2661,-32.595,31.723,-34.339,22.524,0.97943,2,-0.077514,11.507,43.945,73.533,-2228.4,-0.0022283,2174.7,0,1.6978,0.043896,0.87951,1.4962,-0.02976,22.978,0.98024,37.731,-479.37,0.7,0.17778,0,0,1,4,2,4
2.944,0.041,21.803,-39.79,21.803,-39.79,0,1,2,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,NaN,0,NaN,0.18,0.044444,0,0,1,4,2,4
1.193,0.873,32.377,-36.519,3.2704,-35.538,29.123,0.93734,4,3.1079,17.213,28.092,59.015,-1336,164.62,1828.3,12.604,0.82509,-0.45625,-0.11997,0.41818,3.134,29.731,0.97955,34.056,151.77,0.63,0.17778,0,0,1,4,2,4
3.727,0.795,28.343,-35.974,4.6876,-37.391,23.698,0.88579,4,-3.0818,8.6945,25.332,59.957,-2003,-315.52,1927.2,19.503,0.90765,0.2927,0.65792,0.82807,-3.0697,24.422,0.97037,30.719,-1033,0.7,0.2,0,0,1,4,2,4
0.521,0.322,7.7399,-37.391,27.144,-39.572,19.526,0.95584,2,-0.11189,20.446,53.698,115.71,-1295.7,-869.98,2196.2,24.478,-0.55626,-0.311,0,0.34021,-0.17247,19.9,0.98121,61.802,-938.19,0.77,0.16667,0,0,1,4,2,4
0.725,0.57,12.536,-37.064,28.561,-38.591,16.097,0.8868,2,-0.094952,0,19.238,66.911,-1253.3,-403.62,810.52,14.642,-0.75965,-2.2204e-016,0.1447,0.3266,-0.20303,16.719,0.96283,29.331,-1298.2,0.65,0.2,0,0,1,4,2,4
1.141,0.876,14.717,-39.899,8.176,-41.643,6.7693,0.3665,4,-2.881,4.4079,8.3856,63.11,-811.63,-146.26,301.41,20.685,-3.3425,-3.2119,-2.8721,-0.67483,-0.22613,23.665,0.28605,27.015,-1789.4,0.61,0.17778,0,0,1,4,2,4
3.69,0.213,26.708,-40.88,15.589,-42.079,11.184,0.75939,4,-3.0342,6.0563,53.834,92.915,-1826.5,-178.13,951.59,6.0563,0.46435,0.0046754,0.13495,0.30039,-2.9354,11.33,0.98713,53.191,468.32,0.59,0.16667,0,0,1,4,2,4
0.407,0.261,12.536,-34.23,29.106,-37.173,16.829,0.82291,2,-0.1758,28.484,76.648,113.33,-2327.8,-435.04,3602.2,45.422,1.2259,0,0.13981,0.96289,-0.091205,19.021,0.88476,72.879,-255.22,0.67,0.14444,0,0,1,4,2,4
1.434,0.242,9.7021,-34.884,25.836,-37.936,16.42,0.96784,2,-0.18698,46.934,55.177,142.68,-1464.4,-557.09,160.91,51.817,0.58478,-0.33292,4.4409e-016,0.35753,-0.20763,16.798,0.97749,69.414,-1222.5,0.75,0.16667,0,0,1,4,2,4
0.548,0.29,23.547,-37.064,1.7442,-39.027,21.891,0.82345,4,-3.0518,37.333,98.715,127.18,-2358,-700.69,5379.9,31.647,0.87619,0.061561,0.4875,0.74721,-2.943,22.215,0.9854,76.604,-94.631,0.65,0.17778,0,0,1,4,2,4
1.79,0.28,20.603,-38.918,3.5974,-39.681,17.023,0.75086,4,-3.0968,42.822,80.53,116.29,-2964.3,-82.952,9793.8,28.696,0.61223,0.028343,0.48273,0.56113,-3.0463,19.955,0.85307,71.268,400.11,0.68,0.17778,0,0,1,4,2,4
0.506,0.321,9.2661,-35.974,29.433,-38.7,20.351,0.93648,2,-0.13432,38.317,82.374,102.24,-1263.7,-529.97,2141.2,29.362,-1.457,-1.3428,-0.48322,-0.0032117,-0.20555,20.945,0.97164,65.248,363.23,0.75,0.2,0,0,1,4,2,4
