interStrokeTime,strokeDuration,startX,startY,stopX,stopY,distanceEndToEnd,meanResultantLength,UDLRflag,directionEndToEnd,20pcPairwiseVelocity,50pcPairwiseVelocity,80pcPairwiseVelocity,20pcPairwiseAccel,50pcPairwiseAccel,80pcPairwiseAccel,medianVelocityLast3Points,largestDeviationEndToEnd,20pcDeviationEndToEnd,50pcDeviationEndToEnd,80pcDeviationEndToEnd,averageDirection,trajectoryLength,distE2EandtrajLength,averageVelocity,medianAccellerationAtFirst5points,midStrokePressure,midStrokeAreaCovered,midStrokeFingerOrientation,changeFingerOrientation,phoneOrientation,docID,phoneID,userID
0.698,0.171,8.721,-33.467,33.794,-31.069,25.187,0.99637,2,0.095362,153.31,184,234.98,-5087.6,838.6,4152.5,177.94,-0.89267,-0.78416,-0.39208,0,0.08318,25.275,0.99654,147.81,1100.2,0.55,0.17778,0,0,1,4,2,38
1.311,0.171,26.381,-29.87,0.43605,-38.809,27.442,0.7513,4,-2.8098,79.939,173.25,218.94,-6571.2,2127.6,7721.8,172.25,0.76131,0,0.2555,0.58627,-2.7706,27.575,0.99516,161.26,2254,0.59,0.14444,0,0,1,4,2,38
1.46,0.201,7.9579,-30.742,29.652,-29.652,21.721,0.99579,2,0.050209,32.698,109.08,957.8,-49210,-181,6.367e+005,594.87,-0.65982,-0.40858,-0.2276,0,0.034595,21.794,0.99666,108.43,-181,0.46,0.14444,0,0,1,4,2,38
1.767,0.321,18.641,-21.039,18.314,-55.161,34.123,0.94363,1,-1.5804,104.53,132.92,162.76,-3203,-148.17,2844,132.13,-0.13861,-0.074042,-0.013234,0.04423,-1.5251,34.181,0.99829,106.48,2640.9,0.61,0.16667,0,0,1,4,2,38
0.555,0.156,25.4,-23.983,4.0335,-27.144,21.599,0.71421,4,-2.9947,12.66,165.48,579.8,-21593,6498.3,3.7969e+005,257.49,0.17441,-3.9968e-016,0.080329,0.14212,-2.9941,21.606,0.99968,138.5,6962.5,0.54,0.088889,0,0,1,4,2,38
2.309,0.078,19.077,-21.039,0.98112,-21.367,18.099,0.59627,4,-3.1235,103.28,282.77,1846.4,-66806,58844,9.5169e+005,552.96,-0.78135,-0.73585,-0.32272,0,-3.1168,18.198,0.99456,233.31,58844,0.45,0.088889,0,0,1,4,2,38
0.558,0.141,11.446,-29.87,30.524,-28.561,19.122,0.99944,2,0.068464,28.616,166.72,229.58,-6631.6,-411.52,10628,166.72,0.1361,0,0.044746,0.10142,0.044385,19.125,0.99984,135.64,-411.52,0.44,0.12222,0,0,1,4,2,38
24.4,0.131,8.285,-32.595,26.708,-30.088,18.593,0.99436,2,0.13526,36.456,186.87,1066.6,-38016,647.34,4.0554e+005,186.87,-0.72991,-0.63391,-0.2889,-4.4409e-016,0.12825,18.691,0.99477,142.68,647.34,0.52,0.15556,0,0,1,4,2,38
0.467,0.124,23.22,-35.538,10.901,-42.624,14.211,0.68624,4,-2.6196,58.705,174.65,323.82,-10911,-4213.9,31211,174.65,0.71666,0,0.16558,0.71064,-2.5225,14.316,0.99267,115.45,-4213.9,0.46,0.1,0,0,1,4,2,38
4.403,0.123,20.167,-35.538,7.7399,-42.733,14.36,0.72575,4,-2.6168,97.171,174.51,210.54,-11068,-1382.5,40063,150.41,0.77957,0,0.23834,0.67728,-2.5273,14.546,0.98718,118.26,291.99,0.44,0.11111,0,0,1,4,2,38
