interStrokeTime,strokeDuration,startX,startY,stopX,stopY,distanceEndToEnd,meanResultantLength,UDLRflag,directionEndToEnd,20pcPairwiseVelocity,50pcPairwiseVelocity,80pcPairwiseVelocity,20pcPairwiseAccel,50pcPairwiseAccel,80pcPairwiseAccel,medianVelocityLast3Points,largestDeviationEndToEnd,20pcDeviationEndToEnd,50pcDeviationEndToEnd,80pcDeviationEndToEnd,averageDirection,trajectoryLength,distE2EandtrajLength,averageVelocity,medianAccellerationAtFirst5points,midStrokePressure,midStrokeAreaCovered,midStrokeFingerOrientation,changeFingerOrientation,phoneOrientation,docID,phoneID,userID
0.913,0.32,27.798,-35.647,5.8867,-36.737,21.939,0.83553,4,-3.0919,14.45,72.675,133.45,-12.047,497.89,1902.9,139.31,1.5963,-1.5543e-016,0.043064,1.1359,-3.075,22.31,0.98337,69.718,456.16,0.64,0.17778,0,0,1,4,2,1
10.818,0.172,27.58,-31.069,4.5785,-36.737,23.69,0.77926,4,-2.9,115.81,178.32,425.83,-26537,-1302.3,2.0331e+005,113.5,2.5032,0,1.3923,2.0281,-2.8359,24.629,0.96188,143.19,747.36,0.66,0.22222,0,0,1,4,2,1
0.759,0.277,5.0146,-40.553,34.448,-32.486,30.519,0.91959,2,0.26751,36.83,78.611,188.46,-2217.9,1548.7,2539.3,197.02,-2.7546,-2.2941,-1.1199,8.8818e-017,0.51158,31.574,0.96657,113.99,1965.3,0.65,0.22222,0,0,1,4,2,1
1.143,0.25,3.5974,-37.391,34.557,-30.415,31.736,0.96025,2,0.22165,26.554,168.69,239.42,-2601.8,-1169.1,8637.7,114.77,-1.4514,-1.05,-0.49279,0,0.25501,32.084,0.98916,128.34,-788.47,0.77,0.24444,0,0,1,4,2,1
0.528,0.261,31.069,-29.215,3.8155,-38.045,28.648,0.6276,4,-2.8283,34.637,85.099,228.2,-4750.1,-889.77,8633.5,33.615,4.9177,0.21372,2.2407,3.7982,-2.3494,32.598,0.87881,124.9,1384.2,0.7,0.28889,0,0,1,4,2,1
1.44,0.135,27.471,-29.215,9.2661,-34.666,19.004,0.74829,4,-2.8507,66.819,140.3,182.07,-11461,-1485.9,40988,109.13,1.1444,0,0.27077,1.0757,-2.7716,19.187,0.99045,142.13,-1187.3,0.68,0.22222,0,0,1,4,2,1
2.123,0.04,11.555,-11.446,11.555,-11.446,0,1,2,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,NaN,0,NaN,0.41,0.11111,0,0,1,4,2,1
0.546,0.135,6.3227,-37.282,34.666,-34.557,28.474,0.99103,2,0.095859,67.235,230.36,243.92,-13067,119.97,761.61,230.36,-1.1874,-1.0288,0,0,0.14156,28.628,0.99461,212.06,119.97,0.68,0.2,0,0,1,4,2,1
1.845,0.141,8.9391,-39.463,32.377,-34.121,24.039,0.99161,2,0.22408,40.891,215.43,1659.1,-92365,2238.3,1.2125e+006,163.63,-0.95758,-0.79251,-0.51512,0,0.21386,24.144,0.99563,171.24,2238.3,0.63,0.18889,0,0,1,4,2,1
0.592,0.232,34.775,-31.396,5.4506,-39.681,30.472,0.75988,4,-2.8662,67.412,135.91,200.84,-2288,-1207.4,1252.7,128.45,3.2119,-2.6645e-016,1.035,2.8637,-2.7574,31.563,0.96546,136.05,-275.29,0.59,0.22222,0,0,1,4,2,1
3.323,0.165,29.215,-34.993,12.1,-40.771,18.064,0.71943,4,-2.816,97.523,134.21,181.06,-2609.5,-331.79,4770.8,128.36,2.6591,0,1.3306,2.2927,-2.7602,19.169,0.94233,116.18,24.357,0.78,0.26667,0,0,1,4,2,1
