interStrokeTime,strokeDuration,startX,startY,stopX,stopY,distanceEndToEnd,meanResultantLength,UDLRflag,directionEndToEnd,20pcPairwiseVelocity,50pcPairwiseVelocity,80pcPairwiseVelocity,20pcPairwiseAccel,50pcPairwiseAccel,80pcPairwiseAccel,medianVelocityLast3Points,largestDeviationEndToEnd,20pcDeviationEndToEnd,50pcDeviationEndToEnd,80pcDeviationEndToEnd,averageDirection,trajectoryLength,distE2EandtrajLength,averageVelocity,medianAccellerationAtFirst5points,midStrokePressure,midStrokeAreaCovered,midStrokeFingerOrientation,changeFingerOrientation,phoneOrientation,docID,phoneID,userID
0.894,0.225,22.239,-30.197,0.76309,-25.4,22.005,0.64086,4,2.9218,49.197,97.089,377.15,-20102,-1317.9,1.6944e+005,41.654,0.90946,-8.8818e-016,0.33457,0.81209,2.883,22.823,0.96414,101.44,3056.4,0.68,0.15556,0,0,1,4,2,24
0.752,0.204,2.7253,-27.035,23.329,-39.354,24.005,0.96146,2,-0.53886,48.244,141.87,181.97,-4601,-932.73,7001.3,142.23,-1.7926,-1.5196,-0.72525,0,-0.43762,24.376,0.98477,119.49,766.34,0.69,0.17778,0,0,1,4,2,24
0.695,0.245,10.247,-31.287,28.888,-44.586,22.899,0.97845,2,-0.6197,85.274,103.29,142.26,-2111.9,-0.10945,2337.6,89.153,-0.9715,-0.86822,-0.24391,-0.070838,-0.56986,23.056,0.9932,94.107,546.44,0.61,0.15556,0,0,1,4,2,24
0.492,0.245,10.792,-31.941,27.689,-42.624,19.991,0.96639,2,-0.5638,18.839,80.569,121.04,-3010.3,-1084,3219.8,78.07,-1.1081,-0.61514,-0.21698,-1.7764e-015,-0.45086,20.232,0.98807,82.581,-1084,0.64,0.17778,0,0,1,4,2,24
0.534,0.262,19.295,-46.33,10.465,-27.144,21.121,0.87,3,2.0021,64.072,112.81,144.4,-2854.2,733.41,2684.9,118.31,2.5123,0.087213,1.4944,2.3159,1.9007,21.984,0.96073,83.908,1021.4,0.54,0.16667,0,0,1,4,2,24
7.388,0.257,12.536,-28.888,11.991,-55.161,26.278,0.91275,1,-1.5915,70.161,134.82,164.31,-4584.1,-1324.7,6215.6,77.224,-1.9044,-1.7634,-1.1711,-0.079458,-1.5303,26.755,0.98216,104.11,1682.4,0.37,0.11111,0,0,1,4,2,24
0.612,0.353,5.1236,-32.377,27.58,-42.079,24.463,0.9074,2,-0.40782,68.935,87.815,100.16,-1174.9,33.408,1458,73.129,-4.7607,-4.6038,-3.0801,-0.80422,-0.41124,26.84,0.91145,76.033,-229.99,0.8,0.26667,0,0,1,4,2,24
0.615,0.236,17.769,-49.274,7.8489,-28.234,23.261,0.87699,3,2.0114,81.193,128.58,155.64,-3109,-648.43,3307.7,134.19,1.8249,0.054103,1.0892,1.5897,1.9123,23.694,0.98172,100.4,-606.18,0.46,0.17778,0,0,1,4,2,24
4.043,0.197,10.901,-33.794,9.7021,-53.743,19.985,0.8956,1,-1.6308,75.831,121.37,188.63,-4499.6,-1573.1,8714.6,131.54,-0.72306,-0.64671,-0.48462,0,-1.5227,20.084,0.99508,101.95,-2702.5,0.39,0.12222,0,0,1,4,2,24
0.442,0.373,5.0146,-31.723,28.125,-37.5,23.822,0.9499,2,-0.24498,52.301,73.772,90.925,-1110,-375.61,939.39,39.073,-1.983,-1.7952,-1.6392,-1.0946,-0.27852,25.112,0.94864,67.324,2811.6,0.75,0.24444,0,0,1,4,2,24
