interStrokeTime,strokeDuration,startX,startY,stopX,stopY,distanceEndToEnd,meanResultantLength,UDLRflag,directionEndToEnd,20pcPairwiseVelocity,50pcPairwiseVelocity,80pcPairwiseVelocity,20pcPairwiseAccel,50pcPairwiseAccel,80pcPairwiseAccel,medianVelocityLast3Points,largestDeviationEndToEnd,20pcDeviationEndToEnd,50pcDeviationEndToEnd,80pcDeviationEndToEnd,averageDirection,trajectoryLength,distE2EandtrajLength,averageVelocity,medianAccellerationAtFirst5points,midStrokePressure,midStrokeAreaCovered,midStrokeFingerOrientation,changeFingerOrientation,phoneOrientation,docID,phoneID,userID
2.187,0.558,25.945,-52.108,11.664,-51.454,14.296,0.90195,4,3.0958,6.0563,21.674,40.531,-1373.6,17.712,1148.1,6.0563,1.0815,-0.0078972,0.36743,0.81333,-3.1278,14.583,0.98029,26.135,184.73,0.5,0.15556,0,0,1,4,2,30
28.559,0.201,26.49,-44.259,11.882,-44.804,14.618,0.82513,4,-3.1043,50.027,89.225,294.79,-24174,-422.96,2.816e+005,58.314,0.76419,0,0.20893,0.59281,-3.0976,14.75,0.99107,73.381,-48.693,0.54,0.13333,0,0,1,4,2,30
1.199,0.527,11.228,-51.89,34.775,-52.435,23.553,0.66944,2,-0.023144,3.4854,70.829,126.57,-2177.4,13.164,2027.9,44.486,1.7049,-0.1052,0.0025228,0.88176,0.026808,24.637,0.956,46.75,106.42,0.43,0.15556,0,0,1,4,2,30
37.107,0.126,13.082,-50.582,30.415,-52.762,17.47,0.99745,2,-0.12513,10.174,188.07,252.88,-7851.9,-276.34,12396,188.07,-0.40883,-0.39843,-0.02721,0,-0.079247,17.498,0.9984,138.87,-276.34,0.42,0.1,0,0,1,4,2,30
0.561,0.128,26.054,-48.947,15.044,-45.567,11.517,0.60978,4,2.8438,34.139,123.85,186.22,-3398.9,-2659.1,3712.6,96.062,0.62219,3.1086e-016,0.15735,0.51457,2.7132,11.59,0.99373,90.546,-2659.1,0.41,0.13333,0,0,1,4,2,30
25.153,0.142,26.708,-50.364,12.864,-46.33,14.42,0.75008,4,2.8581,54.344,126.46,457.42,-23406,-1093.6,1.3682e+005,57.505,1.3416,4.4409e-016,0.81339,1.2926,2.9247,14.832,0.97223,104.45,-1199.3,0.48,0.15556,0,0,1,4,2,30
0.989,0.453,15.916,-54.724,29.433,-54.724,13.518,0.41616,2,0,6.8133,11.012,76.155,-410.56,39.271,1600.4,94.42,-2.8343,-2.4201,-1.0356,-0.30524,1.233,18.249,0.74073,40.285,119.77,0.28,0.066667,0,0,1,4,2,30
-2189.1,0.175,16.243,-51.672,28.67,-55.052,12.879,0.95228,2,-0.26551,21.886,115.33,144.22,-5695.9,974.37,2.292e+005,122.32,-1.361,-1.2473,-0.74742,0,-0.14979,13.286,0.96937,75.918,974.37,0.33,0.1,0,0,1,4,2,30
39.305,0.815,3.9245,-47.203,4.4695,-31.614,15.598,0.93851,3,1.5358,5.7088,12.188,35.03,-689.4,-109.01,336.3,2.2711,0.4236,0.019427,0.19008,0.37217,1.489,15.71,0.99289,19.276,-189.18,0.58,0.17778,0,0,1,1,2,30
10.684,0.495,29.87,-45.676,20.712,-26.926,20.867,0.88284,3,2.0251,25.953,46.258,72.359,-1926,-248.48,2031.1,32.114,-2.8999,-2.714,-2.3008,-0.5203,1.8834,22.095,0.94439,44.637,464.19,0.42,0.11111,0,0,1,1,2,30
38.094,1.336,23.874,-40.989,23.002,-36.519,4.5538,0.47494,3,1.7635,0,6.4125,12.825,-211.01,0,322.6,2.0187,0.50888,1.1102e-016,0.36274,0.4486,1.2415,7.5109,0.60629,5.622,484.49,0.5,0.15556,0,0,1,1,2,30
65.697,0.932,30.851,-53.961,27.798,-29.433,24.717,0.95161,3,1.6946,15.54,28.688,37.097,-708.68,-155.66,717.82,62.008,-2.3347,-2.1847,-1.6823,-1.0587,1.6947,25.794,0.95827,27.675,-133.69,0.46,0.15556,0,0,1,1,2,30
2.826,1.181,30.851,-50.582,29.324,-30.633,20.008,0.92461,3,1.6472,6.5862,12.113,32.669,-661.33,69.527,840.82,77.747,-1.8039,-1.2348,-0.83095,-0.52613,1.6642,20.834,0.96034,17.641,1719.3,0.43,0.15556,0,0,1,1,2,30
66.521,1.053,27.253,-49.71,26.926,-31.941,17.772,0.94757,3,1.5892,7.2676,13.186,24.97,-522.27,-42.191,987.01,71.052,-1.3902,-1.0056,-0.20261,-0.022534,1.6444,18.424,0.96462,17.497,608.68,0.56,0.17778,0,0,1,1,2,30
51.205,2.424,34.339,-55.27,28.997,-29.324,26.489,0.92219,3,1.7738,6.4125,12.825,22.992,-588.33,-0.13087,539.54,3.6338,-1.5639,-1.3507,-1.0143,-0.025751,1.7085,27.548,0.96155,11.365,484.51,0.51,0.17778,0,0,1,1,2,30
34.101,1.447,30.524,-55.052,29.324,-14.608,40.462,0.95875,3,1.6004,12.825,24.97,39.668,-1182.3,-39.59,1238.3,50.363,-3.6889,-3.6004,-3.4046,-2.0796,1.6169,42.374,0.95487,29.284,256.33,0.57,0.15556,0,0,1,1,2,30
6.945,0.44,25.945,-46.985,28.343,-21.258,25.839,0.94367,3,1.4778,30.594,49.989,128.15,-4771.8,237.48,3739.6,81.952,-2.2352,-2.1239,-1.6355,-0.56111,1.4646,26.51,0.97469,60.249,493.95,0.48,0.15556,0,0,1,1,2,30
40.473,0.619,27.58,-49.71,26.708,-22.021,27.703,0.9086,3,1.6023,28.777,40.88,83.354,-1947.5,240.94,2547.6,38.354,-3.2439,-3.1704,-2.8171,-1.5274,1.5524,29.355,0.94372,47.423,451.96,0.62,0.15556,0,0,1,1,2,30
3.543,1.187,28.779,-52.217,25.073,-49.928,4.3564,0.30091,4,2.5883,8.9875,29.611,46.079,-769.68,287.82,974.98,38.391,13.62,4.3968,8.2968,12.811,1.8003,34.463,0.12641,29.034,3508.6,0.57,0.13333,0,0,1,1,2,30
2.446,0.22,25.836,-17.006,21.585,-46.876,30.171,0.86715,1,-1.7122,72.001,170.33,192.42,-4437.3,287.42,7221.6,167.21,2.0277,8.8818e-016,0.6763,1.6447,-1.5708,30.509,0.9889,138.68,1173.5,0.63,0.15556,0,0,1,1,2,30
3.65,1.888,27.144,-24.637,26.599,-23.22,1.5184,0.65881,3,1.938,6.0563,12.836,37.089,-609.26,-0.018375,971.04,289.58,-14.542,-13.806,-11.278,-5.7338,-1.5072,55.935,0.027145,29.627,152.83,0.59,0.14444,0,0,1,1,2,30
23.245,0.516,24.419,-52.217,26.926,-26.49,25.849,0.94438,3,1.4736,29.312,43.906,102.31,-3642.9,0.046206,3037,92.74,-2.364,-2.1887,-1.6872,0.0087351,1.4402,26.585,0.97232,51.521,243.41,0.52,0.17778,0,0,1,1,2,30
31.262,1.136,26.599,-51.672,24.092,-19.186,32.582,0.9671,3,1.6478,18.917,30.881,41.463,-689.57,-58.724,996.33,44.583,-1.866,-1.6685,-1.2667,-0.84676,1.6319,33.267,0.97942,29.285,598.29,0.57,0.15556,0,0,1,1,2,30
40.785,0.769,30.96,-52.653,28.343,-27.58,25.209,0.94032,3,1.6748,20.391,31.841,62.692,-1277.5,0.02674,2593.2,55.996,-2.3165,-2.1389,-1.4255,-0.55815,1.6636,26.205,0.96199,34.077,2711.5,0.46,0.16667,0,0,1,1,2,30
10.24,0.901,24.201,-49.819,24.855,-30.96,18.871,0.94846,3,1.5361,11.073,14.339,34.599,-708.14,-11.056,485.24,8.3395,0.77649,-0.25505,0.049751,0.60551,1.5224,19.248,0.98038,21.363,306.44,0.52,0.15556,0,0,1,1,2,30
12.351,0.595,26.381,-50.691,27.58,-28.779,21.944,0.94568,3,1.5161,30.018,36.337,51.906,-889.4,-51.108,721.23,54.148,-1.7643,-1.3105,-0.44406,-2.2204e-016,1.5436,22.472,0.97652,37.768,-0.046205,0.48,0.15556,0,0,1,1,2,30
