interStrokeTime,strokeDuration,startX,startY,stopX,stopY,distanceEndToEnd,meanResultantLength,UDLRflag,directionEndToEnd,20pcPairwiseVelocity,50pcPairwiseVelocity,80pcPairwiseVelocity,20pcPairwiseAccel,50pcPairwiseAccel,80pcPairwiseAccel,medianVelocityLast3Points,largestDeviationEndToEnd,20pcDeviationEndToEnd,50pcDeviationEndToEnd,80pcDeviationEndToEnd,averageDirection,trajectoryLength,distE2EandtrajLength,averageVelocity,medianAccellerationAtFirst5points,midStrokePressure,midStrokeAreaCovered,midStrokeFingerOrientation,changeFingerOrientation,phoneOrientation,docID,phoneID,userID
1.468,0.193,32.05,-35.974,0.43605,-37.282,31.641,0.79943,4,-3.1002,50.052,179.3,1618.7,-94221,617.55,7.2295e+005,283.54,0.35981,-2.2204e-016,0.11493,0.21115,-3.1017,31.659,0.99943,164.04,3900.9,0.4,0.088889,0,0,1,4,2,39
0.931,0.126,9.4841,-34.666,33.14,-36.737,23.746,0.99889,2,-0.087335,116.75,245.71,291.3,-5799.4,2264.1,3764.8,263.82,-0.42838,-0.38785,-0.058553,0,-0.073409,23.765,0.99923,188.61,2264.1,0.44,0.11111,0,0,1,4,2,39
0.439,0.111,34.666,-35.102,3.1614,-34.121,31.52,0.59866,4,3.1105,53.682,338.16,2517.4,-2.0204e+005,1749.3,1.0465e+006,280.71,0.86339,0,0.30332,0.86048,3.0666,31.589,0.99782,284.59,1749.3,0.45,0.13333,0,0,1,4,2,39
4.377,0.115,28.67,-34.23,5.4506,-32.813,23.263,0.5976,4,3.0806,62.197,250.97,385.32,-11141,271.79,13432,267.48,0.95222,0,0.25798,0.83493,3.0349,23.356,0.996,203.1,271.79,0.56,0.13333,0,0,1,4,2,39
0.414,0.14,1.9622,-36.083,27.035,-39.354,25.285,0.99724,2,-0.1297,5.6525,130.07,668.31,-7965.2,4362.8,18677,393.68,-0.53109,-0.45495,-0.028199,4.4409e-016,-0.065331,25.326,0.99838,180.9,4362.8,0.42,0.12222,0,0,1,4,2,39
0.58,0.082,9.0481,-34.23,31.178,-37.391,22.354,0.99587,2,-0.1419,74.959,300.76,1688.4,-61186,4847.4,4.3012e+005,300.76,-0.74,-0.71688,0,0,-0.096227,22.427,0.99676,273.5,4847.4,0.43,0.088889,0,0,1,4,2,39
0.418,0.141,9.4841,-33.249,27.58,-35.647,18.254,0.99722,2,-0.13176,8.9776,234.06,323.78,-4990.2,-8.9319,19900,234.06,-0.39321,-0.35806,-0.028645,0,-0.083557,18.281,0.99854,129.65,-8.9319,0.46,0.13333,0,0,1,4,2,39
0.419,0.158,6.9768,-30.633,34.448,-34.121,27.692,0.99813,2,-0.12631,34.367,240.92,365.79,-12048,1411.2,28418,330.44,0.20256,1.3323e-016,0.0085829,0.10145,-0.099255,27.703,0.99961,175.33,2290.6,0.56,0.15556,0,0,1,4,2,39
0.519,0.127,23.874,-30.96,0.54506,-30.415,23.335,0.66554,4,3.1182,45.785,310.72,1643.7,-55661,-9121,7.4758e+005,310.72,0.57394,-0.0038195,0,0.36815,3.1171,23.372,0.99844,184.03,-9121,0.48,0.12222,0,0,1,4,2,39
0.898,0.117,30.197,-33.467,2.0712,-31.941,28.167,0.6653,4,3.0874,47.794,294.14,1458.7,-1.1536e+005,-58.798,9.3272e+005,294.14,0.79741,0,0.14092,0.74577,3.0485,28.229,0.9978,241.27,-58.798,0.5,0.14444,0,0,1,4,2,39
