interStrokeTime,strokeDuration,startX,startY,stopX,stopY,distanceEndToEnd,meanResultantLength,UDLRflag,directionEndToEnd,20pcPairwiseVelocity,50pcPairwiseVelocity,80pcPairwiseVelocity,20pcPairwiseAccel,50pcPairwiseAccel,80pcPairwiseAccel,medianVelocityLast3Points,largestDeviationEndToEnd,20pcDeviationEndToEnd,50pcDeviationEndToEnd,80pcDeviationEndToEnd,averageDirection,trajectoryLength,distE2EandtrajLength,averageVelocity,medianAccellerationAtFirst5points,midStrokePressure,midStrokeAreaCovered,midStrokeFingerOrientation,changeFingerOrientation,phoneOrientation,docID,phoneID,userID
0.399,0.014,23.082,-31.246,23.082,-31.246,0,1,2,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,NaN,0,NaN,0.24,0.044444,0,0,1,4,1,40
1.151,0.131,30.54,-29.029,13.406,-34.068,17.861,0.15511,4,-2.8555,0,128.49,207.61,-41123,-372.88,29040,134.45,1.0239,0,8.8818e-016,0.80999,-2.5572,18.032,0.99052,137.65,0,0.3,0.044444,0,0,1,4,1,40
5.248,0.086,29.835,-27.315,19.655,-31.548,11.025,0.61143,4,-2.7475,27.332,123.51,236.14,-44368,-2837.9,19488,170.31,0.38425,0,0.081089,0.36361,-2.6983,11.062,0.99667,128.63,-2837.9,0.39,0.044444,0,0,1,4,1,40
0.354,0.092,12.095,-35.076,27.617,-30.641,16.143,0.98813,2,0.2783,31.022,162.22,363.85,-66594,1034.4,55787,173.56,-0.59534,-0.40151,-0.069225,0,0.27886,16.192,0.99697,176,1034.4,0.35,0.044444,0,0,1,4,1,40
1.47,0.133,11.087,-32.153,28.121,-28.726,17.375,0.97616,2,0.19853,23.216,146.98,278.09,-7174.8,2949.2,73052,176.54,0.34029,0,0.13857,0.29562,0.05427,17.449,0.99578,131.2,3789.7,0.37,0.044444,0,0,1,4,1,40
0.509,0.184,31.952,-27.617,12.7,-33.564,20.149,0.27074,4,-2.842,0,82.292,181.51,-7460.9,0,4489.8,128.11,1.5262,0,0.096304,0.73972,-3.0161,20.584,0.97887,111.87,0,0.295,0.044444,0,0,1,4,1,40
2.28,0.136,32.153,-24.997,12.801,-33.967,21.33,0.63639,4,-2.7075,12.271,123.79,1263.9,-60893,-6076.8,6.0015e+005,128.47,1.6403,0,0.82755,1.5291,-2.6327,21.688,0.98351,159.47,-3389.4,0.36,0.044444,0,0,1,4,1,40
0.357,0.128,10.583,-35.58,29.129,-29.23,19.603,0.98095,2,0.32988,0,135.23,205.28,-39487,3901,13391,174.41,-0.68099,-0.30261,-0.075147,7.9936e-016,0.2958,19.658,0.9972,153.58,8583.5,0.35,0.044444,0,0,1,4,1,40
2.356,0.115,13.406,-33.161,30.44,-30.037,17.318,0.99598,2,0.18142,0,5.5997,473.08,-3.3831e+005,1075.5,3.0072e+005,169.8,0.021705,-4.4409e-016,0,0.018185,0.077661,17.32,0.9999,150.61,1839.9,0.34,0.044444,0,0,1,4,1,40
0.469,0.135,28.827,-28.323,12.095,-37.999,19.328,0.68032,4,-2.6173,19.721,122.37,220.24,-8947.1,-1840.4,19816,122.37,0.77372,0,0.027332,0.51826,-2.627,19.419,0.99533,143.84,-1840.4,0.31,0.044444,0,0,1,4,1,40
