interStrokeTime,strokeDuration,startX,startY,stopX,stopY,distanceEndToEnd,meanResultantLength,UDLRflag,directionEndToEnd,20pcPairwiseVelocity,50pcPairwiseVelocity,80pcPairwiseVelocity,20pcPairwiseAccel,50pcPairwiseAccel,80pcPairwiseAccel,medianVelocityLast3Points,largestDeviationEndToEnd,20pcDeviationEndToEnd,50pcDeviationEndToEnd,80pcDeviationEndToEnd,averageDirection,trajectoryLength,distE2EandtrajLength,averageVelocity,medianAccellerationAtFirst5points,midStrokePressure,midStrokeAreaCovered,midStrokeFingerOrientation,changeFingerOrientation,phoneOrientation,docID,phoneID,userID
1.415,0.229,26.106,-29.331,3.3262,-34.572,23.375,0.80965,4,-2.9154,29.645,61.31,149.03,-2281.8,803.35,1595.1,126.13,1.0188,0,0.38552,0.89604,-2.9699,23.514,0.99408,102.68,1469.9,0.53,0.044444,0,0,1,4,3,27
0.692,0.362,2.923,-30.641,30.44,-31.649,27.535,0.9733,2,-0.036614,42.439,63.812,124.09,-2542.3,-249.95,3835,43.369,-0.74862,-0.57355,-0.10442,0.15795,0.038037,27.751,0.99222,76.661,595.22,0.67,0.044444,0,0,1,4,3,27
2.442,0.146,16.53,-37.294,18.042,-23.485,13.891,0.86376,3,1.4617,41.716,107.52,276.02,-18889,-3765.5,69066,50.349,-0.76426,-0.47655,-0.24573,-0.0063627,1.4354,14.276,0.97304,97.782,1404.7,0.645,0.044444,0,0,1,4,3,27
0.382,0.096,27.214,-24.896,2.7214,-29.432,24.909,0.60033,4,-2.9585,38.653,275.94,321.85,-1.0988e+005,-1720.4,18110,293.2,0.74882,0,0.069743,0.6075,-2.9762,24.964,0.99781,260.04,-1720.4,0.55,0.044444,0,0,1,4,3,27
4.238,0.102,25.299,-27.718,6.1484,-30.238,19.316,0.32025,4,-3.0108,0,133.66,332.86,-1.1648e+005,-2194.1,15433,279.91,1.1387,0,0.27876,0.88072,3.1093,19.493,0.9909,191.11,-2194.1,0.625,0.044444,0,0,1,4,3,27
0.699,0.237,0.10079,-30.843,26.61,-23.586,27.484,0.96131,2,0.26722,17.546,65.626,136.86,-1934.8,756.02,2455.3,166.9,-0.88382,-0.60137,-0.31715,0,0.33053,27.66,0.99364,116.71,756.02,0.755,0.044444,0,0,1,4,3,27
2.623,0.143,2.0159,-31.044,29.533,-26.61,27.872,0.98874,2,0.1598,0,60.899,268.33,-17027,0,6321.5,184.38,-0.56899,-0.33053,-0.13487,6.2172e-016,0.14064,27.918,0.99834,195.23,864.06,0.89,0.044444,0,0,1,4,3,27
6.146,0.003,23.586,-22.779,23.283,-22.679,0.31874,0.16018,4,2.8198,0,159.34,318.68,-1.5935e+005,-1.5935e+005,-1.5935e+005,159.34,1.3878e-017,1.3878e-018,1.3878e-017,1.3878e-017,1.4099,0.31874,1,106.25,-1.5935e+005,0.195,0.066667,1.5708,0,2,4,3,27
1.06,0.322,25.299,-30.54,-0.20159,-31.75,25.529,0.67642,4,-3.0942,14.399,56.697,132.27,-2414.5,-50.435,3339,16.234,-0.91567,-0.46329,0.11023,0.43145,2.8692,26.933,0.94789,83.643,73.883,0.66,0.044444,0,0,1,4,3,27
3.259,0.225,1.9151,-28.827,27.113,-30.238,25.238,0.99698,2,-0.055942,0,106.65,173.04,-7558.4,-1217.1,-90.349,69.804,-0.86144,-0.59335,-0.049915,-0.0016907,-0.045611,25.317,0.99687,112.52,-460.95,0.595,0.044444,0,0,1,4,3,27
