interStrokeTime,strokeDuration,startX,startY,stopX,stopY,distanceEndToEnd,meanResultantLength,UDLRflag,directionEndToEnd,20pcPairwiseVelocity,50pcPairwiseVelocity,80pcPairwiseVelocity,20pcPairwiseAccel,50pcPairwiseAccel,80pcPairwiseAccel,medianVelocityLast3Points,largestDeviationEndToEnd,20pcDeviationEndToEnd,50pcDeviationEndToEnd,80pcDeviationEndToEnd,averageDirection,trajectoryLength,distE2EandtrajLength,averageVelocity,medianAccellerationAtFirst5points,midStrokePressure,midStrokeAreaCovered,midStrokeFingerOrientation,changeFingerOrientation,phoneOrientation,docID,phoneID,userID
0.259,0.091,23.082,-26.005,5.3421,-34.975,19.879,0.52562,4,-2.6734,41.276,166.8,415.06,-88705,-5047.3,29880,166.8,0.75637,0,0,0.58593,-2.5476,19.952,0.99632,219.26,-5047.3,0.29,0.044444,0,0,1,4,3,8
0.824,0.07,26.408,-22.679,10.18,-29.835,17.736,0.34857,4,-2.7263,1.7897,17.897,894.76,-4.9607e+005,-2.1938e+005,57312,17.897,0.27381,0,0,0.19167,-2.6115,17.78,0.99751,254,-2.1938e+005,0.28,0.044444,0,0,1,4,3,8
0.225,0.094,18.445,-26.912,25.904,-24.997,7.7007,0.99112,2,0.25133,0,61.901,282.07,-11828,-6860.8,18996,61.901,-0.084434,-0.084434,0,0,0.1319,7.703,0.9997,81.947,-6860.8,0.27,0.044444,0,0,1,4,3,8
1.31,0.067,12.095,-26.912,29.029,-23.787,17.219,0.99365,2,0.18247,0,376.86,2238.9,-1.2998e+005,-18646,1.4279e+006,188.43,-0.53454,-0.22768,-0.048085,0,0.12341,17.253,0.99804,257.51,-18646,0.36,0.044444,0,0,1,4,3,8
0.254,0.085,14.817,-28.928,6.9548,-33.161,8.9292,0.40087,4,-2.6477,21.428,214.28,1014,-17232,80246,1.7772e+005,214.28,0.23893,-4.4409e-016,-2.2204e-016,0.16725,-2.2662,8.9427,0.99849,105.21,80246,0.22,0.088889,0,0,1,4,3,8
0.63,0.048,27.92,-21.368,8.8698,-30.137,20.971,0.27676,4,-2.7102,0,348.32,6122.9,-3.8579e+005,4.0955e+005,6.2333e+006,1109.3,0.8095,0,0,0.72811,-2.1323,21.084,0.99466,439.25,4.0955e+005,0.36,0.044444,0,0,1,4,3,8
0.271,0.096,7.2571,-31.246,27.92,-23.888,21.934,0.9869,2,0.3421,47.976,216.08,561.19,-88042,-21628,1.207e+005,274.81,-0.5637,-0.50436,-0.048171,0,0.30769,21.973,0.99823,228.88,-21628,0.33,0.044444,0,0,1,4,3,8
0.919,0.069,12.801,-28.525,26.71,-24.896,14.375,0.98414,2,0.25518,0,139.21,969.9,-1.7963e+005,19568,5.0473e+005,205.46,-0.20778,-0.20778,-0.093289,-3.9968e-016,0.22337,14.396,0.99855,208.64,19568,0.425,0.044444,0,0,1,4,3,8
0.27,0.094,24.09,-27.113,6.2492,-34.068,19.148,0.51195,4,-2.7699,43.277,156.57,477.19,-1.5266e+005,-6573.7,45850,156.57,0.90409,0,0,0.70353,-2.6893,19.251,0.99465,204.8,-6573.7,0.3,0.044444,0,0,1,4,3,8
1.689,0.069,27.718,-23.787,9.0714,-32.355,20.521,0.232,4,-2.7109,0,168,2253.5,-1.1891e+005,-16899,1.3706e+006,292.08,0.80945,0,0.1052,0.39012,-2.3523,20.617,0.99536,298.79,-16899,0.34,0.044444,0,0,1,4,3,8
0.27,0.11,12.095,-27.92,29.734,-23.787,18.117,0.99202,2,0.23013,0,110.76,580.72,-57252,-10112,1.3855e+005,76.768,-0.34712,-0.15792,-0.038413,0,0.15087,18.131,0.99922,164.82,-10112,0.35,0.044444,0,0,1,4,3,8
1.191,0.07,10.583,-30.238,25.299,-26.912,15.087,0.97076,2,0.22229,15.642,120.85,808.3,-82809,-2127.1,3.8356e+005,264.29,-0.20134,-0.18922,-0.063298,0,0.2655,15.116,0.99812,215.94,-2127.1,0.43,0.044444,0,0,1,4,3,8
0.254,0.092,17.639,-29.432,4.3341,-37.495,15.558,0.54402,4,-2.5967,37.558,148.63,639.72,-57371,-10362,1.1922e+005,148.63,0.42838,0,0,0.39312,-2.402,15.592,0.99778,169.48,-10362,0.3,0.066667,0,0,1,4,3,8
1.139,0.065,22.376,-26.61,6.1484,-35.782,18.641,0.23655,4,-2.6271,0,318.71,2280.9,-1.0842e+005,-27714,1.3405e+006,318.71,0.79736,-8.8818e-016,0,0.39868,-1.3215,18.719,0.99581,287.98,-27714,0.31,0.044444,0,0,1,4,3,8
0.327,0.126,4.4349,-33.967,23.384,-27.416,20.05,0.98311,2,0.33288,8.8196,179.86,227.98,-24599,-2238.1,24258,179.86,-0.37243,-0.25933,0,0.06729,0.24802,20.094,0.99782,159.47,-2238.1,0.32,0.044444,0,0,1,4,3,8
0.972,0.093,7.6603,-31.649,28.625,-25.904,21.738,0.9938,2,0.26747,162.84,217.5,1658.5,-69231,-4864.6,7.4245e+005,237.14,0.12946,-0.056784,4.4409e-016,0.040379,0.24413,21.754,0.99927,233.91,1924.9,0.41,0.044444,0,0,1,4,3,8
0.231,0.092,16.631,-29.734,7.4587,-35.177,10.666,0.53995,4,-2.606,21.732,96.247,424.96,-33333,-7321,55271,96.247,0.37054,0,0,0.35244,-2.416,10.711,0.99572,116.43,-7321,0.33,0.044444,0,0,1,4,3,8
1.81,0.117,24.997,-26.912,3.1246,-37.697,24.387,0.65873,4,-2.6835,2.9398,318.78,482.31,-17896,1021.4,1.1604e+005,318.78,1.5372,0,0.044576,1.211,-2.7449,24.638,0.98979,210.58,1021.4,0.345,0.044444,0,0,1,4,3,8
0.329,0.131,5.9468,-35.782,23.384,-29.029,18.699,0.97675,2,0.3695,0,87.051,343.59,-29587,-3737.3,12533,216.44,-0.59328,-0.45344,-0.23634,0,0.27946,18.752,0.99717,143.15,-3737.3,0.34,0.044444,0,0,1,4,3,8
0.897,0.093,7.6603,-33.161,30.339,-25.702,23.874,0.98791,2,0.31775,0,295.57,2014.6,-88783,-21648,8.8529e+005,243.42,-0.16554,-0.13235,-0.058938,0,0.2361,23.887,0.99942,256.85,-30446,0.4,0.044444,0,0,1,4,3,8
0.238,0.095,21.671,-28.222,9.4746,-35.479,14.192,0.54642,4,-2.6048,34.214,116.91,332.68,-1.0823e+005,-4539.8,27436,116.91,0.27131,0,0,0.18398,-2.3955,14.202,0.99925,149.5,-4539.8,0.4,0.044444,0,0,1,4,3,8
2.379,0.094,26.71,-26.71,3.7294,-39.007,26.064,0.39635,4,-2.6503,0,266.54,799.37,-1.2558e+005,-9288.2,4.2412e+005,266.54,1.0828,0,0,0.76429,-2.2658,26.2,0.99482,278.72,-9288.2,0.36,0.044444,0,0,1,4,3,8
0.273,0.127,10.583,-32.96,32.153,-27.113,22.348,0.98042,2,0.26467,0,120.59,346.62,-82118,-3535.6,13339,238.28,-0.55006,-0.49278,-0.46187,0,0.22258,22.435,0.99611,176.66,-3535.6,0.4,0.044444,0,0,1,4,3,8
0.931,0.07,13.809,-32.153,27.517,-28.323,14.233,0.97299,2,0.27246,31.874,221.55,942.22,-53660,-1225.7,4.708e+005,421.29,-0.18701,-0.18444,0,0.00099931,0.31433,14.274,0.99716,203.91,-1225.7,0.43,0.044444,0,0,1,4,3,8
0.275,0.093,17.74,-30.641,10.886,-34.774,8.0034,0.53187,4,-2.599,29.339,153.28,596.05,-10771,8536.1,1.0044e+005,153.28,0.4354,0,0,0.42968,-2.432,8.0889,0.98943,86.977,8536.1,0.47,0.044444,0,0,1,4,3,8
1.139,0.023,20.763,-30.44,13.406,-34.27,8.2951,0.37973,4,-2.6616,34.482,344.82,838.27,-1.724e+005,-1.0063e+005,-28857,344.82,0.34415,0,0,0.24091,-2.3755,8.3377,0.9949,362.51,-1.0063e+005,0.31,0.044444,0,0,1,4,3,8
0.218,0.089,19.756,-30.238,25.602,-28.625,6.0644,0.99014,2,0.26917,0,59.068,293.68,-27228,-6472.2,29536,59.068,-0.073711,-0.073711,-2.2204e-016,-1.1102e-016,0.13919,6.0664,0.99967,68.162,-6472.2,0.35,0.044444,0,0,1,4,3,8
