interStrokeTime,strokeDuration,startX,startY,stopX,stopY,distanceEndToEnd,meanResultantLength,UDLRflag,directionEndToEnd,20pcPairwiseVelocity,50pcPairwiseVelocity,80pcPairwiseVelocity,20pcPairwiseAccel,50pcPairwiseAccel,80pcPairwiseAccel,medianVelocityLast3Points,largestDeviationEndToEnd,20pcDeviationEndToEnd,50pcDeviationEndToEnd,80pcDeviationEndToEnd,averageDirection,trajectoryLength,distE2EandtrajLength,averageVelocity,medianAccellerationAtFirst5points,midStrokePressure,midStrokeAreaCovered,midStrokeFingerOrientation,changeFingerOrientation,phoneOrientation,docID,phoneID,userID
0.367,0.118,29.129,-22.779,8.4667,-31.347,22.368,0.66791,4,-2.7485,42.325,168.99,328.67,-37887,-5700.9,56566,168.99,0.8584,0,0.19984,0.62541,-2.7087,22.512,0.99363,190.78,-5700.9,0.385,0.044444,0,0,1,4,1,13
0.77,0.06,18.848,-23.687,6.7532,-31.347,14.317,0.67887,4,-2.577,27.689,555.45,1291.9,-6.8629e+005,-42361,4.9444e+005,555.45,0.69257,-8.8818e-016,0.42292,0.5112,-2.4955,14.461,0.99007,241.01,-42361,0.39,0.044444,0,0,1,4,1,13
0.375,0.131,14.313,-29.432,24.09,-28.121,9.8644,0.99706,2,0.13323,0,37.79,286.53,-8574.2,-1879.8,7188.7,162.1,0.16478,0,0.093721,0.14377,0.063217,9.8764,0.99878,75.393,-103.43,0.36,0.088889,0,0,1,4,1,13
13.952,0.088,12.902,-28.424,23.687,-25.501,11.174,0.96647,2,0.26467,14.254,182.4,1212.4,-67831,-4156.4,1.5422e+006,187.93,-0.41096,-0.32186,-0.080464,0,0.30493,11.264,0.99202,128,-4156.4,0.38,0.044444,0,0,1,4,1,13
0.417,0.114,21.771,-35.278,13.506,-38.402,8.836,0.61683,4,-2.7802,17.286,103.65,205.42,-12589,-2102.6,45500,109.77,-0.10463,-0.094166,-0.019546,0,-2.6263,8.8466,0.9988,77.602,-2102.6,0.45,0.044444,0,0,1,4,1,13
1.924,0.086,24.795,-34.169,15.018,-37.999,10.5,0.27332,4,-2.7682,0,127.05,1182.7,-67638,-3693.2,7.7513e+005,138.42,0.32412,0,0,0.24217,-2.1732,10.522,0.99794,122.35,-3693.2,0.41,0.044444,0,0,1,4,1,13
0.372,0.126,19.756,-38.201,28.625,-35.681,9.2208,0.98848,2,0.2768,0,47.184,167.15,-17947,-4523,9267.3,97.326,-0.11899,-0.10015,-0.046275,0,0.20237,9.2307,0.99893,73.26,-4523,0.36,0.066667,0,0,1,4,1,13
1.986,0.087,17.135,-36.487,26.106,-34.169,9.2653,0.94975,2,0.25289,31.944,131.58,557.71,-35671,-4185.8,3.2609e+005,131.58,-0.72588,-0.70121,-0.30921,-3.9968e-016,0.32982,9.5028,0.97501,109.23,-4185.8,0.42,0.044444,0,0,1,4,1,13
0.293,0.138,21.872,-35.177,13.204,-38.705,9.3586,0.67583,4,-2.7551,26.249,71.322,152.17,-10132,-1945.8,27375,71.322,0.27899,0,0.041251,0.23893,-2.7132,9.3851,0.99718,68.008,-1945.8,0.59,0.044444,0,0,1,4,1,13
6.161,0.102,24.493,-34.169,14.313,-37.898,10.842,0.69801,4,-2.7904,22.066,100.79,662.41,-53630,10995,3.308e+005,277.84,0.84991,0,0.26003,0.66259,-2.852,11.03,0.98296,108.13,24051,0.54,0.044444,0,0,1,4,1,13
0.337,0.099,17.74,-35.58,25.702,-33.967,8.1244,0.98575,2,0.19983,0,59.492,143.02,-23116,-4313.5,8121.8,94.134,-0.44267,-0.42916,-0.23509,0,0.1704,8.1949,0.99139,82.777,-4313.5,0.52,0.044444,0,0,1,4,1,13
3.111,0.108,14.212,-37.596,26.106,-33.564,12.558,0.95089,2,0.32683,23.872,147.31,753.15,-51939,-1903.5,9.0727e+005,111.82,-1.2426,-0.98225,-0.35352,0,0.31591,12.888,0.97441,119.34,426.35,0.56,0.044444,0,0,1,4,1,13
0.407,0.124,20.965,-35.479,11.591,-39.511,10.204,0.67331,4,-2.7354,9.8604,82.51,111.5,-18712,-1542.6,13044,82.51,0.32158,-0.0012943,0,0.26065,-2.712,10.242,0.99632,82.595,-1542.6,0.57,0.044444,0,0,1,4,1,13
1.204,0.149,24.19,-34.471,10.684,-39.914,14.562,0.73576,4,-2.7585,30.191,113.56,146,-13455,-2049.7,1.9329e+005,87.241,1.1358,0,0.71721,1.0866,-2.747,14.851,0.98056,99.668,-599.43,0.66,0.044444,0,0,1,4,1,13
0.351,0.13,12.902,-38.503,20.26,-35.278,8.0338,0.97986,2,0.41313,0,34.052,191.38,-14844,-2497.5,6870,104.48,-0.1821,-0.17527,-0.034143,0,0.27728,8.0464,0.99844,61.896,-2497.5,0.48,0.044444,0,0,1,4,1,13
3.968,0.12,10.785,-40.519,23.283,-34.169,14.019,0.94723,2,0.47008,2.6715,99.385,812.4,-39715,-5366.2,3.4923e+005,99.385,-1.2602,-1.1323,-0.31234,0,0.39545,14.339,0.9777,119.49,-4559.8,0.64,0.044444,0,0,1,4,1,13
0.321,0.093,21.973,-35.379,12.196,-39.209,10.5,0.61023,4,-2.7682,26.912,120.04,191.91,-31454,-5865.8,27299,127.26,0.36862,0,0.0062889,0.23114,-2.7262,10.535,0.99674,113.28,-5865.8,0.71,0.044444,0,0,1,4,1,13
1.818,0.127,27.718,-33.967,9.4746,-41.225,19.634,0.69663,4,-2.763,19.72,210.95,535.1,-16483,192.32,2.734e+005,206.24,1.5906,0,0.35393,1.1567,-2.8373,19.978,0.98279,157.31,955,0.61,0.044444,0,0,1,4,1,13
0.437,0.124,12.398,-39.007,27.819,-35.278,15.866,0.98927,2,0.23727,0,93.374,221.14,-37055,-8933.1,14433,142.63,-0.47768,-0.38836,-0.20554,-3.9968e-016,0.18364,15.903,0.99767,128.25,-8933.1,0.465,0.044444,0,0,1,4,1,13
6.842,0.118,12.599,-39.108,28.928,-33.867,17.149,0.97083,2,0.3106,10.39,168.3,763.29,-33644,-6371.2,3.196e+005,125.22,-1.0249,-0.87653,-0.26066,0,0.27008,17.33,0.98955,146.87,-5806.3,0.575,0.066667,0,0,1,4,1,13
0.365,0.127,25.803,-34.371,11.591,-38.705,14.858,0.66337,4,-2.8456,20.752,99.811,167.57,-28635,-2436.2,19741,99.811,0.65641,0,0.14701,0.57272,-2.9347,14.94,0.99449,117.64,-2436.2,0.61,0.044444,0,0,1,4,1,13
3.186,0.137,26.509,-32.96,9.3738,-40.821,18.852,0.50545,4,-2.7114,11.806,203.36,249.77,-10603,-2255.6,77759,148.01,1.3699,0,0.42033,1.2448,-2.6064,19.176,0.98313,139.97,5322.9,0.755,0.044444,0,0,1,4,1,13
0.325,0.116,20.159,-34.169,29.432,-32.052,9.5115,0.99037,2,0.22442,0,56.689,213.09,-16061,-8572.4,12986,101.71,-0.22217,-0.22217,0,0.0042724,0.16588,9.5396,0.99706,82.238,-8572.4,0.515,0.044444,0,0,1,4,1,13
3.362,0.126,12.095,-38.302,31.246,-29.331,21.148,0.96939,2,0.43807,3.962,191.29,314.38,-26662,-8321,1.0472e+005,110.17,-1.1746,-0.96464,-0.15133,0,0.37982,21.348,0.99062,169.43,-813.78,0.87,0.066667,0,0,1,4,1,13
0.348,0.129,28.424,-37.394,14.716,-41.023,14.18,0.5243,4,-2.8828,28.348,78.29,110.74,-51400,1275.2,2037.9,93.435,1.9946,-3.9968e-016,0.81819,1.9445,2.6617,15.746,0.90055,122.06,1529.3,0.56,0.044444,0,0,1,4,1,13
