interStrokeTime,strokeDuration,startX,startY,stopX,stopY,distanceEndToEnd,meanResultantLength,UDLRflag,directionEndToEnd,20pcPairwiseVelocity,50pcPairwiseVelocity,80pcPairwiseVelocity,20pcPairwiseAccel,50pcPairwiseAccel,80pcPairwiseAccel,medianVelocityLast3Points,largestDeviationEndToEnd,20pcDeviationEndToEnd,50pcDeviationEndToEnd,80pcDeviationEndToEnd,averageDirection,trajectoryLength,distE2EandtrajLength,averageVelocity,medianAccellerationAtFirst5points,midStrokePressure,midStrokeAreaCovered,midStrokeFingerOrientation,changeFingerOrientation,phoneOrientation,docID,phoneID,userID
0.412,0.152,27.013,-26.912,6.7532,-33.564,21.324,0.70815,4,-2.8243,22.51,95.358,911.24,-1.1692e+005,-1435.9,1.1629e+006,60.185,1.4708,0,0.20368,0.98951,-2.9875,21.572,0.98847,141.92,-868.48,0.55,0.044444,0,0,1,4,3,16
0.948,0.108,24.896,-26.912,5.6444,-33.161,20.24,0.26197,4,-2.8277,0,256.11,1965.8,-98822,14274,1.8197e+006,465.36,1.0576,0,0,0.90579,-2.2263,20.36,0.99415,188.52,14274,0.58,0.044444,0,0,1,4,3,16
0.375,0.132,9.8778,-33.766,23.586,-32.456,13.77,0.99182,2,0.095299,11.339,67.195,106.48,-25607,647.38,5350.4,68.245,0.37847,2.2204e-016,0.083737,0.2653,-0.026865,13.816,0.99669,104.67,1163.5,0.76,0.044444,0,0,1,4,3,16
1.464,0.136,5.846,-34.673,27.214,-28.726,22.18,0.93587,2,0.27143,15.427,118.08,269.27,-8338.4,-1876.4,5943,136.73,-0.60506,-0.43591,0,0.05675,0.13975,22.306,0.99438,164.01,527.54,0.645,0.044444,0,0,1,4,3,16
0.277,0.128,26.408,-31.448,12.196,-35.782,14.858,0.71058,4,-2.8456,26.929,84.739,1053.3,-1.3472e+006,-820.59,2.6999e+006,57.33,0.86701,0,0.1535,0.6774,-2.9325,14.979,0.99192,117.02,-721.28,0.54,0.044444,0,0,1,4,3,16
2.775,0.117,18.042,-31.851,7.5595,-37.495,11.906,0.74952,4,-2.6477,9.6581,82.826,221.62,-17686,-3895.3,1.165e+005,142.79,0.18432,-8.8818e-016,0.047786,0.16725,-2.6664,11.928,0.99808,101.95,-747.14,0.67,0.044444,0,0,1,4,3,16
0.375,0.127,13.91,-32.355,24.997,-30.742,11.204,0.99747,2,0.14444,0,44.545,253.41,-19646,-1911.1,7483.9,146.64,-0.03083,-0.019586,0,0.0018135,0.081947,11.204,0.99998,88.222,0,0.66,0.044444,0,0,1,4,3,16
0.796,0.101,11.188,-33.665,27.315,-30.742,16.39,0.99288,2,0.1793,43.694,135.7,372.68,-24881,-4348.8,1.3079e+005,108.26,-0.37316,-0.31545,-0.1125,0,0.17924,16.425,0.99788,162.62,-3921.1,0.63,0.044444,0,0,1,4,3,16
0.312,0.091,27.92,-31.246,12.599,-36.387,16.16,0.60532,4,-2.8179,28.523,194.05,284.21,-70811,-5186.5,38340,215,0.32377,-8.8818e-016,0.096501,0.2824,-2.7926,16.19,0.99817,177.91,-5186.5,0.48,0.044444,0,0,1,4,3,16
0.958,0.069,22.679,-31.145,10.483,-35.58,12.977,0.17714,4,-2.7928,0,64.916,800.03,-1.0755e+005,-6346.6,4.9838e+005,209.16,0.32723,0,0,0.27298,-1.3857,13.003,0.99802,188.45,-6346.6,0.545,0.044444,0,0,1,4,3,16
0.347,0.146,6.4508,-35.782,25.098,-31.952,19.036,0.99587,2,0.20259,18.182,102.53,203.83,-4652.6,914.67,8909.1,147.32,-0.11101,-0.08555,-4.4409e-016,0.0011741,0.1828,19.042,0.99967,130.43,914.67,0.71,0.044444,0,0,1,4,3,16
1.727,0.132,9.6762,-32.657,27.517,-29.633,18.095,0.9885,2,0.1679,31.565,198.88,436.12,-20560,2575.7,1.5429e+005,175.59,-0.47162,-0.38403,-0.20549,-4.4409e-016,0.2214,18.155,0.99668,137.54,70047,0.7,0.044444,0,0,1,4,3,16
0.282,0.099,23.888,-30.44,11.289,-33.564,12.981,0.60032,4,-2.8985,19.159,139.78,223.51,-51065,-3917.4,31229,161.98,0.55489,0,0.023871,0.35219,-2.9267,13.039,0.99557,131.7,-3917.4,0.66,0.044444,0,0,1,4,3,16
