interStrokeTime,strokeDuration,startX,startY,stopX,stopY,distanceEndToEnd,meanResultantLength,UDLRflag,directionEndToEnd,20pcPairwiseVelocity,50pcPairwiseVelocity,80pcPairwiseVelocity,20pcPairwiseAccel,50pcPairwiseAccel,80pcPairwiseAccel,medianVelocityLast3Points,largestDeviationEndToEnd,20pcDeviationEndToEnd,50pcDeviationEndToEnd,80pcDeviationEndToEnd,averageDirection,trajectoryLength,distE2EandtrajLength,averageVelocity,medianAccellerationAtFirst5points,midStrokePressure,midStrokeAreaCovered,midStrokeFingerOrientation,changeFingerOrientation,phoneOrientation,docID,phoneID,userID
1.398,0.254,31.448,-34.169,14.01,-36.689,17.618,0.33333,4,-2.9981,0.36876,3.6876,3762.7,-1.0451e+006,-460.95,1.0442e+006,3.6876,0.12974,-4.4409e-016,-2.2204e-016,0.09082,-2.9903,17.628,0.99944,69.403,-460.95,0.51,0.044444,0,0,1,4,3,32
1.678,0.192,30.037,-32.153,10.079,-34.875,20.142,0.58133,4,-3.0061,4.4545,81.704,152.52,-2853.1,781.66,4075,144.54,-0.97146,-0.89837,-0.086251,0.051751,-2.6898,20.478,0.98359,106.66,2905.6,0.49,0.044444,0,0,1,4,3,32
1.248,0.149,31.649,-34.673,16.127,-36.387,15.617,0.69141,4,-3.0316,14.689,143.04,151.06,-2669.3,-334.72,2012,137.69,-0.28104,-0.12634,0,0.060241,-3.0113,15.646,0.99809,105.01,-257.95,0.49,0.044444,0,0,1,4,3,32
0.692,0.264,31.952,-37.798,10.281,-33.766,22.042,0.90773,4,2.9576,44.763,83.849,130.6,-1652.1,-384.09,1409.3,36.206,0.50238,-0.17998,-0.016131,0.2959,2.9486,22.174,0.99409,83.991,1974.3,0.61,0.044444,0,0,1,4,3,32
0.577,0.32,32.052,-32.96,0,-33.665,32.06,0.90999,4,-3.1196,37.839,114.22,159.41,-2383.5,54.804,2148.7,48.664,1.7945,0.13071,0.47501,1.5618,-3.1122,32.458,0.98775,101.43,1530.9,0.66,0.044444,0,0,1,4,3,32
0.605,0.234,6.1484,-31.851,29.331,-33.06,23.214,0.64341,2,-0.052127,11.455,49.582,146.2,-2619.5,1141.1,4115.6,176.97,0.83501,0,0.20131,0.52779,-0.3064,24.26,0.95687,103.68,-125.7,0.59,0.044444,0,0,1,4,3,32
5.377,0.281,4.4349,-31.548,31.044,-31.548,26.61,0.65199,2,0,0,41.998,134.31,-1562.1,147.57,2154.4,171.51,0.80635,-0.10079,-0.050397,0,0.042917,27.747,0.95901,98.743,0,0.57,0.044444,0,0,1,4,3,32
0.711,0.296,31.952,-37.697,1.0079,-34.875,31.072,0.85396,4,3.0506,25.913,85.163,161.9,-11673,316.39,5125.8,74.661,2.3783,0.066504,0.51954,2.2214,2.9633,31.626,0.98248,106.85,2516.5,0.62,0.044444,0,0,1,4,3,32
3.722,0.232,28.726,-32.859,3.0238,-33.363,25.707,0.27799,4,-3.122,0,75.439,165.21,-4467.2,636.13,5023.7,99.046,1.4405,0,0.0098798,0.66985,-3.0239,25.942,0.99094,111.82,0,0.58,0.044444,0,0,1,4,3,32
0.517,0.193,3.5278,-34.774,30.54,-34.27,27.017,0.98777,2,0.018655,33.96,123.45,232.52,-9439.4,-470.87,32163,180.39,0.66858,1.1102e-016,0.20757,0.39419,-0.095212,27.111,0.99656,140.47,-278.22,0.64,0.044444,0,0,1,4,3,32
2.223,0.196,1.3103,-34.371,25.702,-35.177,24.405,0.96475,2,-0.033046,23.537,85.028,160.97,-27845,801.54,3745.3,108.35,0.58861,-0.0066604,0.074097,0.34301,-0.05,24.54,0.9945,125.21,801.54,0.65,0.044444,0,0,1,4,3,32
0.632,0.255,32.052,-38.1,1.0079,-36.79,31.072,0.82244,4,3.0994,29.904,103.61,190.7,-938.72,853.23,1407,181.45,2.3466,0.0070951,0.2086,1.9522,3.0521,31.506,0.98622,123.55,1010.8,0.54,0.044444,0,0,1,4,3,32
2.205,0.224,30.944,-34.27,2.0159,-33.867,28.931,0.82102,4,3.1277,16.305,54.597,154.12,-6071.5,411.72,2624,115.77,1.9086,5.5511e-018,0.076905,1.2844,3.0981,29.247,0.98919,130.57,411.72,0.57,0.044444,0,0,1,4,3,32
