interStrokeTime,strokeDuration,startX,startY,stopX,stopY,distanceEndToEnd,meanResultantLength,UDLRflag,directionEndToEnd,20pcPairwiseVelocity,50pcPairwiseVelocity,80pcPairwiseVelocity,20pcPairwiseAccel,50pcPairwiseAccel,80pcPairwiseAccel,medianVelocityLast3Points,largestDeviationEndToEnd,20pcDeviationEndToEnd,50pcDeviationEndToEnd,80pcDeviationEndToEnd,averageDirection,trajectoryLength,distE2EandtrajLength,averageVelocity,medianAccellerationAtFirst5points,midStrokePressure,midStrokeAreaCovered,midStrokeFingerOrientation,changeFingerOrientation,phoneOrientation,docID,phoneID,userID
1.335,0.121,27.58,-32.268,8.83,-39.245,20.006,0.67759,4,-2.7854,33.711,207.99,761.82,-35080,6771.1,3.8302e+005,227.19,0.1782,0,0.047521,0.15254,-2.7163,20.017,0.99945,165.43,6771.1,0.34,0.088889,0,0,1,4,2,2
1.577,0.17,13.191,-31.723,31.614,-28.125,18.771,0.98867,2,0.19284,7.6176,167.51,257.3,-3480.1,157.24,9362.4,193.42,-0.41657,-0.36206,-0.032604,0,0.22112,18.798,0.99855,110.58,157.24,0.35,0.088889,0,0,1,4,2,2
0.506,0.105,30.197,-28.67,6.5408,-38.373,25.568,0.50876,4,-2.7524,58.593,225.92,272.48,-1.1547e+005,-350.58,3745.2,225.92,1.4343,0,0,1.1773,-2.6975,25.776,0.99193,245.49,-350.58,0.41,0.11111,0,0,1,4,2,2
23.879,0.088,24.31,-33.467,5.9957,-44.259,21.258,0.54194,4,-2.6091,66.826,280.09,384.66,-13686,-3213.5,-3110.5,280.09,0.99956,0,0,0.99956,-2.3932,21.401,0.99329,243.19,-3213.5,0.39,0.077778,0,0,1,4,2,2
0.493,0.114,13.627,-32.922,34.775,-30.306,21.31,0.99418,2,0.12309,58.432,276.8,458.51,-11649,-219.65,16493,320.23,-0.88558,-0.26567,-2.2204e-016,0.10908,0.08209,21.457,0.99316,188.21,-219.65,0.28,0.088889,0,0,1,4,2,2
0.496,0.181,6.4318,-30.306,34.012,-26.926,27.787,0.96174,2,0.12192,49.856,257.08,396.74,-6221,-851.02,27514,181.81,-2.0375,-1.9398,-0.96314,0,0.14608,28.296,0.98198,156.33,-284.06,0.4,0.088889,0,0,1,4,2,2
0.351,0.175,4.2515,-29.106,33.576,-26.49,29.441,0.97555,2,0.088984,149.34,260.98,309.95,-3823.3,-1612.9,5705,226.43,-2.8453,-2.6967,-1.6941,-4.4409e-016,0.069218,30.261,0.97289,172.92,-1612.9,0.43,0.1,0,0,1,4,2,2
0.35,0.141,10.029,-26.381,32.486,-26.599,22.458,0.99668,2,-0.0097084,21.617,244.17,293.91,-4145.7,-2164.8,10629,244.17,-0.37571,-0.30998,-0.1143,0,0.02608,22.481,0.99894,159.44,-2164.8,0.45,0.1,0,0,1,4,2,2
0.236,0.129,5.8867,-29.87,31.396,-23.983,26.179,0.98786,2,0.2268,80.478,251.09,1000,-24349,7436.4,3.0067e+005,366.61,-1.2665,-1.1488,-0.75172,-7.9936e-016,0.21692,26.367,0.99287,204.4,7436.4,0.41,0.088889,0,0,1,4,2,2
0.435,0.104,23.002,-26.49,7.0858,-36.737,18.929,0.55466,4,-2.5696,40.628,153.42,348.38,-41059,-4310.5,13791,153.42,0.38672,0,0,0.21408,-2.3331,18.947,0.99909,182.18,-4310.5,0.5,0.12222,0,0,1,4,2,2
10.212,0.105,20.167,-30.96,1.7442,-45.24,23.31,0.64376,4,-2.4822,100.34,277,370.4,-7804.1,-3636.7,230.56,238.84,1.5973,0,0.53072,1.3963,-2.295,23.586,0.98829,224.63,-3636.7,0.37,0.066667,0,0,1,4,2,2
0.459,0.13,18.859,-34.012,34.012,-33.249,15.172,0.99775,2,0.050317,29.63,136.03,973.04,-50618,-2318.3,6.9988e+005,99.128,-0.50286,-0.49934,-0.37989,0,0.05664,15.22,0.99686,117.07,-2318.3,0.37,0.088889,0,0,1,4,2,2
2.407,0.125,19.404,-35.32,33.467,-33.576,14.17,0.99621,2,0.1234,16.56,165.55,448.05,-18295,6997.2,79143,246.92,-0.44196,-0.31742,-0.054511,0,0.12749,14.205,0.99759,113.64,6997.2,0.43,0.088889,0,0,1,4,2,2
0.391,0.154,32.05,-35.756,14.281,-40.226,18.323,0.71158,4,-2.8952,15.094,153.71,496.93,-28933,196.35,4.7182e+005,128.07,0.56362,0,0.026592,0.48158,-2.892,18.389,0.9964,119.41,3053.7,0.33,0.088889,0,0,1,4,2,2
2.575,0.095,27.144,-33.685,14.826,-38.155,13.104,0.5957,4,-2.7935,8.6063,254.62,1161.7,-99338,-3120,7.1616e+005,257.4,0.82344,0,0.055772,0.71425,-2.804,13.228,0.99068,139.24,-3120,0.37,0.088889,0,0,1,4,2,2
0.364,0.14,16.897,-36.083,31.723,-35.32,14.845,0.99522,2,0.051425,11.237,117.58,1830.6,-94481,4286.8,2.7593e+006,143.3,-0.61239,-0.55259,-0.086455,0,0.086096,14.906,0.99591,106.47,4286.8,0.44,0.11111,0,0,1,4,2,2
1.366,0.095,14.063,-37.718,34.23,-36.083,20.234,0.99937,2,0.080904,126.77,270.54,1496.9,-63988,1458.4,4.1636e+005,270.54,-0.099846,-0.099846,0,4.774e-016,0.066779,20.238,0.99978,213.03,1458.4,0.38,0.088889,0,0,1,4,2,2
0.393,0.08,29.87,-36.737,17.66,-38.155,12.291,0.49321,4,-3.026,77.228,260.52,297.38,-7167.5,-3887.7,-61.077,260.52,0.91753,0,0,0.81843,-2.9752,12.451,0.98715,155.64,-3887.7,0.31,0.088889,0,0,1,4,2,2
2.163,0.069,26.272,-37.282,17.551,-40.88,9.4339,0.48243,4,-2.7504,54.783,186.36,587.1,-27895,-6763.4,1.2693e+005,186.36,1.6741,0,0,1.4675,-2.5322,10.111,0.93305,146.53,-6763.4,0.35,0.088889,0,0,1,4,2,2
0.502,0.082,16.679,-35.429,28.452,-35.647,11.775,0.99876,2,-0.018516,56.44,225.87,290.49,-7203.8,-2258.2,7657.6,225.87,-0.28056,-0.26239,0,0,-0.0091015,11.794,0.99843,143.83,-2258.2,0.42,0.1,0,0,1,4,2,2
1.923,0.094,22.457,-35.102,30.415,-35.538,7.9699,0.99953,2,-0.05474,5.0314,97.363,257.45,-5758,-3786.3,16106,97.363,0.076046,-0.0059644,0,0.038023,-0.026774,7.9719,0.99974,84.808,-3786.3,0.41,0.1,0,0,1,4,2,2
0.343,0.103,26.817,-31.396,16.134,-33.249,10.843,0.49984,4,-2.9698,63.462,229.08,264.76,-4208.2,-3811.9,2047.9,229.08,0.74529,-2.2204e-016,0,0.59513,-2.8558,10.951,0.99009,106.32,-3811.9,0.37,0.088889,0,0,1,4,2,2
1.499,0.082,28.016,-30.742,13.736,-36.192,15.286,0.60232,4,-2.777,80.629,204.6,1121.4,-73971,-4257.1,5.8224e+005,182.93,1.5456,-8.8818e-016,0.36035,1.4454,-2.6145,15.683,0.97467,191.25,-4257.1,0.37,0.11111,0,0,1,4,2,2
0.384,0.141,13.409,-36.083,29.761,-37.609,16.423,0.99801,2,-0.093064,3.8933,129.31,190.01,-45474,-540.84,7499,158.42,-0.45877,-0.44053,-0.010131,0,-0.037428,16.46,0.99773,116.74,-540.84,0.4,0.11111,0,0,1,4,2,2
3.43,0.073,16.243,-35.32,32.486,-36.192,16.266,0.99932,2,-0.05364,103.36,224.16,1419.8,-71899,-30835,2.3055e+005,215.44,-0.15415,-0.064656,0,0.032218,-0.045579,16.275,0.99948,222.94,-30835,0.39,0.066667,0,0,1,4,2,2
0.335,0.108,27.58,-36.192,15.916,-39.136,12.03,0.50776,4,-2.8944,14.482,153.56,297.88,-43837,-3983.7,-2828,153.56,0.61839,0,0,0.56949,-2.7567,12.108,0.99354,112.11,-3983.7,0.29,0.088889,0,0,1,4,2,2
4.84,0.061,24.092,-38.809,13.082,-40.88,11.203,0.33566,4,-2.9556,23.531,235.31,3096.3,-85356,7.5201e+005,1.5894e+006,235.31,0.71917,0,0,0.50342,-2.8269,11.3,0.99149,185.24,7.5201e+005,0.31,0.11111,0,0,1,4,2,2
0.309,0.096,11.01,-39.899,29.761,-41.534,18.821,0.97728,2,-0.086989,79.265,218.03,373.5,-10370,-5797.2,13725,188.28,-1.773,-1.5789,-0.67812,0,-0.068399,19.317,0.97436,201.22,-5797.2,0.32,0.11111,0,0,1,4,2,2
1.372,0.062,14.172,-37.064,28.234,-42.188,14.967,0.98575,2,-0.34939,30.553,305.53,2172.4,-59495,2.2954e+005,5.1858e+005,305.53,-0.59947,-0.41963,0,0,-0.21769,15.019,0.99656,242.24,2.2954e+005,0.38,0.088889,0,0,1,4,2,2
0.275,0.064,21.585,-36.846,14.935,-39.245,7.069,0.17221,4,-2.7955,0,168.31,336.62,-7828.4,-7828.4,-7828.4,168.31,-4.4409e-016,-4.4409e-016,-4.4409e-016,-4.4409e-017,-1.3977,7.069,1,110.45,-7828.4,0.36,0.077778,0,0,1,4,2,2
4.141,0.08,26.817,-36.737,14.717,-36.737,12.1,0.57483,4,3.1416,17.266,195.5,1229.9,-85026,-4573.7,7.6971e+005,210.15,1.1991,0,0.10901,1.0465,3.0527,12.397,0.97606,154.96,-4573.7,0.34,0.066667,0,0,1,4,2,2
0.326,0.112,11.555,-40.335,28.234,-42.188,16.782,0.98775,2,-0.11066,60.335,210.86,244.94,-4800.4,-3069.6,2874.2,165.77,-1.2279,-0.94983,-0.21067,0,-0.080311,16.984,0.98806,151.65,-3069.6,0.4,0.088889,0,0,1,4,2,2
4.109,0.061,15.916,-37.936,29.324,-42.079,14.034,0.98718,2,-0.29964,65.436,300.14,1112.2,-64769,-8724.8,3.12e+005,300.14,-0.62409,-0.54237,0,0,-0.24015,14.098,0.99548,231.11,-8724.8,0.335,0.088889,0,0,1,4,2,2
0.335,0.081,26.272,-40.008,14.826,-39.572,11.455,0.49114,4,3.1035,50.653,196.84,276.98,-5530.8,-4655.4,-3118,196.84,0.80196,-5.5511e-017,0,0.73349,3.1238,11.595,0.98793,143.14,-4655.4,0.34,0.12222,0,0,1,4,2,2
2.061,0.046,24.637,-41.752,18.423,-40.226,6.3984,0.35352,4,2.9007,22.806,228.06,438.61,-20087,13352,46790,228.06,-0.22102,-0.15471,0,0,2.6332,6.415,0.99742,139.46,13352,0.3,0.11111,0,0,1,4,2,2
0.323,0.081,14.717,-36.192,29.761,-36.737,15.054,0.99865,2,-0.036216,8.191,81.91,1728.9,-61675,1.2166e+005,3.05e+005,81.91,-0.34814,-0.2437,0,0,-0.0020107,15.076,0.99853,186.12,1.2166e+005,0.44,0.11111,0,0,1,4,2,2
1.607,0.059,21.148,-33.794,33.467,-35.974,12.51,0.99617,2,-0.17518,0,347.5,694.99,-16951,-16951,-16951,347.5,-0,0,0,0,-0.087588,12.51,1,212.03,-16951,0.285,0.066667,0,0,1,4,2,2
0.295,0.104,31.505,-36.301,14.717,-37.173,16.811,0.49802,4,-3.0897,34.395,188.19,288.42,-51851,-2541.9,-2118.6,188.19,0.67016,5.5511e-017,1.1102e-016,0.51393,-3.0997,16.864,0.99683,162.15,-2541.9,0.31,0.088889,0,0,1,4,2,2
1.228,0.064,27.035,-34.666,15.698,-35.647,11.38,0.49675,4,-3.0553,60.813,237.75,1312.4,-94010,-6990,6.6765e+005,237.75,0.64015,0,0,0.57332,-2.9744,11.467,0.99242,179.17,-6990,0.38,0.088889,0,0,1,4,2,2
0.578,0.114,12.645,-39.681,27.58,-39.899,14.936,0.99299,2,-0.014598,32.305,191.86,403.63,-6792.4,9903.1,11244,191.86,-0.69697,-0.62218,0,0,0.020463,15.041,0.99305,131.94,9903.1,0.42,0.11111,0,0,1,4,2,2
1.265,0.102,17.66,-38.591,28.234,-38.7,10.575,0.99931,2,-0.010309,4.088,174.05,351.31,-5590.2,1717.8,18220,174.05,0.26971,-0.0011238,-1.3878e-017,0.13485,-0.0044213,10.589,0.99866,103.81,1717.8,0.345,0.066667,0,0,1,4,2,2
0.282,0.108,28.343,-36.301,11.446,-39.681,17.232,0.66073,4,-2.9442,71.255,244.74,1065.1,-49652,702.35,1.3489e+006,213.02,1.1759,0,0.44896,1.1759,-2.8875,17.442,0.98792,161.5,702.35,0.34,0.12222,0,0,1,4,2,2
1.053,0.075,25.727,-34.993,16.025,-35.756,9.7321,0.4983,4,-3.0631,35.299,170.71,1176.2,-66348,-3460.7,6.119e+005,170.71,0.36389,0,0,0.34862,-2.9903,9.7736,0.99575,130.32,-3460.7,0.38,0.088889,0,0,1,4,2,2
0.4,0.161,13.191,-37.391,28.125,-37.064,14.938,0.99984,2,0.021894,17.48,176.76,374.78,-4546.7,7100.7,13256,176.76,0.073984,-0.017104,0,0.036992,0.015028,14.94,0.99986,92.798,7100.7,0.355,0.088889,0,0,1,4,2,2
1.149,0.05,15.371,-35.102,29.433,-35.974,14.09,0.99859,2,-0.061936,12.313,123.13,557.29,-3.0275e+005,-1.3719e+005,28377,123.13,-0.34497,-0.24148,0,0,-0.022283,14.111,0.99848,282.22,-1.3719e+005,0.45,0.088889,0,0,1,4,2,2
0.431,0.158,33.576,-36.192,8.176,-41.643,25.978,0.5582,4,-2.9302,79.783,160.8,199.03,-5410.5,-1728,822.34,165.92,1.9734,0,0.52881,1.3548,-2.9549,26.603,0.97651,168.37,-1728,0.37,0.088889,0,0,1,4,2,2
2.817,0.098,24.855,-34.557,11.228,-39.681,14.558,0.5913,4,-2.7819,71.095,146.23,945.76,-49273,-7035.9,4.9973e+005,232.25,1.511,0,0.36897,1.259,-2.6768,14.95,0.97381,152.55,-7035.9,0.37,0.088889,0,0,1,4,2,2
0.297,0.106,12.427,-34.557,34.775,-36.192,22.407,0.97674,2,-0.073041,51.713,296.55,412.87,-38210,-2245.7,8547.4,218.72,-2.3548,-1.8369,-0.77166,0,-0.033885,23.009,0.97384,217.07,-2245.7,0.36,0.088889,0,0,1,4,2,2
1.224,0.074,13.845,-37.282,29.542,-38.591,15.752,0.99905,2,-0.083141,29.227,292.27,439.82,-9108.1,-8982.4,-8856.7,292.27,-0.10864,-0.076045,0,0,-0.058866,15.754,0.99989,212.89,-8982.4,0.27,0.066667,0,0,1,4,2,2
0.302,0.123,27.035,-35.102,9.2661,-40.88,18.685,0.50606,4,-2.8272,27.468,212.5,349.18,-41469,-2687.5,-1618.2,212.5,1.37,0,0,1.3022,-2.7126,18.937,0.9867,153.96,-2687.5,0.39,0.11111,0,0,1,4,2,2
2.894,0.07,25.618,-36.083,15.371,-36.519,10.256,0.49496,4,-3.0991,44.022,173.71,1281.8,-65915,-5240.8,6.9455e+005,173.71,0.51908,2.7756e-017,5.5511e-017,0.49938,-3.0691,10.331,0.99282,147.58,-5240.8,0.39,0.11111,0,0,1,4,2,2
0.317,0.112,10.901,-40.335,25.836,-40.553,14.936,0.97968,2,-0.014598,10.664,166.05,784.09,-57425,-1765,4.4464e+005,225.21,-0.8187,-0.75784,-0.11218,0,0.065684,15.075,0.99078,134.6,-1765,0.41,0.12222,0,0,1,4,2,2
1.034,0.07,14.935,-37.391,29.215,-39.245,14.4,0.99676,2,-0.12905,77.68,283.5,621.43,-25732,-8928.8,66258,283.5,-0.45718,-0.36641,0,0,-0.099748,14.432,0.9978,206.17,-8928.8,0.4,0.1,0,0,1,4,2,2
0.313,0.115,24.964,-36.41,10.138,-39.463,15.137,0.59743,4,-2.9385,25.587,172.36,273.52,-19928,-4546.5,-2101.1,111.77,1.118,0,0.35486,0.92453,-2.8352,15.322,0.98793,133.23,-4546.5,0.43,0.088889,0,0,1,4,2,2
1.108,0.089,28.452,-38.045,11.01,-39.463,17.5,0.63741,4,-3.0605,115.64,203.99,1795.4,-1.0128e+005,-2478.4,1.6229e+006,188.74,1.9599,0,0.84819,1.8547,-3.0422,18.133,0.96505,203.74,-2478.4,0.33,0.12222,0,0,1,4,2,2
0.304,0.125,10.029,-41.861,29.433,-38.7,19.66,0.98188,2,0.1615,27.423,199.75,683.24,-67074,-156.64,9.5745e+005,182.4,-1.5081,-1.3053,-0.22154,0,0.14868,19.966,0.98468,159.73,2734.8,0.33,0.088889,0,0,1,4,2,2
3.029,0.084,8.83,-41.861,26.49,-42.188,17.663,0.99848,2,-0.018516,97.164,247.31,1167.4,-77491,-5591.8,6.3975e+005,225.77,-0.41377,-0.23858,0,0.024826,-0.016805,17.697,0.99811,210.67,-5591.8,0.4,0.088889,0,0,1,4,2,2
0.29,0.098,29.106,-39.899,14.499,-41.97,14.754,0.58799,4,-3.0007,27.496,233.25,723.94,-8.0942e+005,-3280.7,2.5582e+005,144.12,1.2404,0,0.47966,1.1784,-2.9284,15.055,0.97997,153.63,-3280.7,0.37,0.11111,0,0,1,4,2,2
6.88,0.083,29.324,-41.643,14.717,-42.297,14.622,0.58593,4,-3.0968,86.053,256.47,588.93,-32801,-6404.7,1.1706e+005,292.76,1.2825,0,0.40229,1.1004,-3.1019,14.889,0.98206,179.39,-6404.7,0.34,0.088889,0,0,1,4,2,2
0.378,0.082,13.627,-36.519,30.742,-35.647,17.137,0.99861,2,0.050911,56.317,271.04,589.98,-15766,10415,26287,271.04,-0.27461,-0.1848,0,0,0.048914,17.152,0.99911,209.18,10415,0.39,0.1,0,0,1,4,2,2
0.889,0.094,19.731,-37.5,27.253,-37.718,7.525,0.99585,2,-0.028977,4.1444,41.444,390.9,-6931,8668.2,24267,41.444,-0.12792,-0.089543,0,0,0.039117,7.5387,0.99819,80.199,8668.2,0.42,0.088889,0,0,1,4,2,2
10.693,0.15,14.063,-40.335,25.836,-35.865,12.593,0.9671,2,0.36282,15.802,63.87,184.36,-33962,-1794.7,9272.3,63.87,-0.80778,-0.76154,0,0,0.32677,12.779,0.98547,85.193,-1794.7,0.43,0.11111,0,0,1,4,2,2
0.417,0.103,23.111,-32.704,10.465,-39.463,14.338,0.53103,4,-2.6507,20.646,192.18,324.99,-31334,-3665.2,444.37,192.18,1.1007,0,0,0.99706,-2.4307,14.555,0.98513,141.31,-3665.2,0.41,0.1,0,0,1,4,2,2
-2495.4,0.087,25.073,-31.505,9.0481,-38.918,17.656,0.59278,4,-2.7083,109.01,370.65,377.74,-7093.8,246.63,7473.3,372.17,1.3757,0,0.1373,1.1552,-2.6969,17.928,0.98486,206.07,246.63,0.43,0.11111,0,0,1,4,2,2
6.643,0.55,3.0524,-42.951,3.4884,-33.358,9.603,0.76733,3,1.5254,4.3437,10.901,57.745,-1419.7,-0.14633,7907.6,2.0964,0.5148,0.11385,0.3663,0.44996,1.4767,9.9357,0.96652,18.065,2537.5,0.43,0.13333,0,0,1,1,2,2
5.549,2.019,2.9433,-48.947,3.9245,-42.079,6.9375,0.69105,3,1.4289,0,3.8933,6.5328,-152.99,0,175.26,2.0187,0.49334,0.16804,0.26208,0.35459,0.99591,7.6678,0.90476,3.7978,527.78,0.31,0.13333,0,0,1,1,2,2
2.851,0.769,3.5974,-48.511,4.4695,-43.169,5.4124,0.78512,3,1.409,1.8169,6.8133,12.907,-495.4,0,302.55,0,0.32057,0.12515,0.22616,0.27951,1.2273,5.7726,0.9376,7.5066,198.24,0.39,0.13333,0,0,1,1,2,2
9.021,0.539,3.3794,-48.184,4.4695,-42.079,6.2013,0.81305,3,1.3941,4.3605,10.066,24.301,-547.58,-98.744,375.51,7.0554,0.3871,0.055191,0.27212,0.33306,1.3477,6.4675,0.95884,11.999,-52.043,0.34,0.13333,0,0,1,1,2,2
4.532,1.006,3.9245,-38.809,3.9245,-31.941,6.8678,0.67004,3,1.5708,0,5.5941,11.475,-424.25,0,466.24,10.048,0.98112,0.70858,0.8721,0.98112,1.3307,7.7205,0.88956,7.6744,1790.3,0.48,0.15556,0,0,1,1,2,2
2.297,1.826,3.4884,-39.572,3.8155,-34.121,5.4604,0.6949,3,1.5109,0,3.8933,6.8134,-228.55,3.4519,320.47,2.99,0.3308,0.20349,0.24593,0.27857,0.95345,5.8362,0.93562,3.1962,292.19,0.45,0.13333,0,0,1,1,2,2
2.219,1.776,5.4506,-39.899,5.2326,-34.339,5.5639,0.63017,3,1.61,0,2.7638,7.7866,-218.95,0,248.85,3.4066,0.48057,0.21786,0.34174,0.4197,0.9983,6.1904,0.8988,3.4856,257.68,0.51,0.15556,0,0,1,1,2,2
4.656,1.692,4.9056,-39.79,4.3605,-33.031,6.7807,0.64022,3,1.6513,0,4.2766,9.0829,-324.44,1.3189,245.81,3.0281,0.77639,0.595,0.68175,0.72907,1.1552,7.7582,0.87401,4.5852,515.2,0.5,0.13333,0,0,1,1,2,2
2.103,0.725,4.6876,-39.572,5.0146,-35.32,4.2641,0.71966,3,1.494,0,5.4506,11.418,-644.35,-7.1747,450.47,1.3542,0.30935,0.20902,0.24247,0.27591,1.0947,4.709,0.90551,6.4952,1526.3,0.47,0.15556,0,0,1,1,2,2
4.125,0.909,4.9056,-42.951,4.9056,-37.5,5.4506,0.75247,3,1.5708,1.8385,6.2344,13.172,-502.22,102.39,309.48,3.7852,0.54506,0.21803,0.32704,0.43605,1.3988,5.9361,0.91821,6.5304,224.53,0.41,0.13333,0,0,1,1,2,2
1.321,0.83,6.1047,-43.714,5.9957,-38.155,5.5607,0.82735,3,1.5904,4.243,6.0563,12.825,-355.91,-0.0044565,271.09,0.52919,0.47016,0.1122,0.31202,0.39857,1.4834,5.8696,0.94738,7.0718,687.49,0.49,0.17778,0,0,1,1,2,2
4.311,0.776,6.8678,-42.406,5.9957,-38.373,4.1267,0.62897,3,1.7837,0,5.7534,8.5952,-305.61,0,321.18,0,0.30237,0.10022,0.16703,0.22808,1.3123,4.4492,0.9275,5.7335,292.77,0.49,0.17778,0,0,1,1,2,2
2.76,2.301,6.2137,-45.022,5.3416,-35.974,9.09,0.66633,3,1.6669,0,3.9762,6.6931,-232.16,-4.1764,267.8,1.8795,0.41182,0.040528,0.1059,0.29546,1.1902,9.7526,0.93206,4.2384,424.67,0.45,0.15556,0,0,1,1,2,2
5.091,4.453,6.9768,-42.842,5.4506,-35.429,7.5684,0.57305,3,1.7738,0,1.7601,6.8133,-229.16,0,129.27,1.1356,0.49618,0.10363,0.28892,0.41108,0.98886,8.7351,0.86643,1.9616,415.27,0.51,0.13333,0,0,1,1,2,2
2.637,2.221,8.285,-43.387,6.8678,-35.865,7.6542,0.60691,3,1.757,0,3.7591,10.465,-255.37,0,274.07,4.583,0.50459,0.10697,0.26006,0.35865,1.2079,8.6783,0.882,3.9074,139.05,0.56,0.13333,0,0,1,1,2,2
3.45,3.041,8.612,-42.624,6.1047,-34.666,8.3436,0.58187,3,1.876,0,3.7591,9.8828,-356.25,0,380.25,8.0354,0.90871,0.35465,0.5156,0.64806,1.178,9.9181,0.84125,3.2615,178.08,0.56,0.13333,0,0,1,1,2,2
