interStrokeTime,strokeDuration,startX,startY,stopX,stopY,distanceEndToEnd,meanResultantLength,UDLRflag,directionEndToEnd,20pcPairwiseVelocity,50pcPairwiseVelocity,80pcPairwiseVelocity,20pcPairwiseAccel,50pcPairwiseAccel,80pcPairwiseAccel,medianVelocityLast3Points,largestDeviationEndToEnd,20pcDeviationEndToEnd,50pcDeviationEndToEnd,80pcDeviationEndToEnd,averageDirection,trajectoryLength,distE2EandtrajLength,averageVelocity,medianAccellerationAtFirst5points,midStrokePressure,midStrokeAreaCovered,midStrokeFingerOrientation,changeFingerOrientation,phoneOrientation,docID,phoneID,userID
0.679,0.29,28.016,-36.519,1.1991,-42.842,27.552,0.85084,4,-2.91,67.702,112.3,126.45,-4001.8,-559.99,5830,91.223,1.0697,0,0.3554,0.84322,-2.8667,27.723,0.99384,95.597,24.197,0.48,0.14444,0,0,1,4,2,34
2.559,0.105,21.912,-36.955,8.394,-40.662,14.017,0.71291,4,-2.874,6.132,137.98,1286.2,-2.5672e+005,-24051,5.429e+005,119.98,0.36118,0,0.046631,0.32676,-2.853,14.053,0.99738,133.84,-43652,0.49,0.15556,0,0,1,4,2,34
0.543,0.145,10.356,-43.605,24.419,-43.823,14.064,0.9969,2,-0.015503,27.397,96.87,125.42,-41143,-448.46,1694.6,96.87,0.57457,0,0,0.48332,-0.04971,14.117,0.99627,97.359,-448.46,0.46,0.088889,0,0,1,4,2,34
3.13,0.119,8.394,-45.785,22.675,-45.131,14.296,0.99758,2,0.04577,79.857,141.22,515.43,-26361,-1384.9,2.0857e+005,101.9,0.38489,1.1102e-016,0.15878,0.29004,0.050677,14.327,0.9978,120.4,-1316.9,0.47,0.11111,0,0,1,4,2,34
0.369,0.171,20.93,-44.804,12.645,-45.458,8.3108,0.71079,4,-3.0628,6.7664,65.829,184.51,-7048.7,-1004.5,1.6225e+005,50.364,0.40038,1.1102e-016,0.041468,0.2877,-3.0465,8.3511,0.99517,48.837,-381.22,0.39,0.13333,0,0,1,4,2,34
2.856,0.124,22.13,-43.06,11.446,-45.567,10.974,0.6654,4,-2.9111,45.777,112.09,155.02,-4077,-1327.6,4403.4,112.09,0.6097,-4.4409e-016,0.03682,0.54148,-2.8564,11.071,0.99123,89.279,-1327.6,0.43,0.1,0,0,1,4,2,34
0.406,0.143,12.536,-46.221,21.694,-45.458,9.1888,0.99584,2,0.083141,1.8795,49.796,162.78,-18862,-2866.7,8240.4,88.359,-0.33496,-0.13851,-1.1102e-016,0.0027159,0.066715,9.2246,0.99613,64.507,-2866.7,0.44,0.11111,0,0,1,4,2,34
1.841,0.106,13.191,-46.985,23.983,-45.785,10.859,0.98593,2,0.11066,2.3898,49.718,1585.5,-49497,-14345,5.7124e+005,790.99,0.19262,-0.025281,-1.1102e-016,0.099919,0.17654,10.893,0.99682,102.77,-14345,0.43,0.11111,0,0,1,4,2,34
0.4,0.144,18.314,-46.658,11.01,-46.548,7.3047,0.49994,4,3.1267,10.457,58.308,87.68,-15738,-528.62,-488.04,58.308,-0.058568,-0.048806,-1.3878e-017,-6.9389e-018,3.1255,7.3056,0.99987,50.733,-528.62,0.39,0.1,0,0,1,4,2,34
2.238,0.129,18.205,-45.676,8.612,-48.293,9.9435,0.71618,4,-2.8753,19.428,72.613,784.8,-52367,-1435.2,4.2808e+005,68.438,0.63103,0,0.16254,0.59565,-2.8878,10.093,0.98522,78.238,-1435.2,0.46,0.088889,0,0,1,4,2,34
0.326,0.125,8.83,-46.767,21.039,-45.458,12.279,0.97951,2,0.10674,42.376,111.13,185.49,-3592.1,-2027,5384.9,137.69,-0.75101,-0.73204,-0.26711,0,0.1571,12.45,0.98627,99.602,-2027,0.47,0.13333,0,0,1,4,2,34
139.5,0.106,8.83,-47.203,19.731,-46.33,10.936,0.99889,2,0.07983,43.412,115.23,194.29,-5046.3,-2104.1,1744.9,101.03,-0.091279,-0.027384,-5.5511e-017,0.047378,0.069407,10.942,0.99943,103.23,-2104.1,0.49,0.088889,0,0,1,4,2,34
0.615,0.231,20.276,-32.486,4.1425,-39.79,17.71,0.80623,4,-2.7165,26.56,66.765,463.69,-33845,-1018.7,5.1152e+005,48.542,-0.36772,-0.16541,0,0.21191,-2.6085,17.789,0.99554,77.011,-825.24,0.81,0.2,0,0,1,4,2,34
1.728,0.155,17.878,-34.884,4.3605,-41.643,15.113,0.7819,4,-2.6779,42.12,113.16,147.36,-4650.7,-1665.7,3177.1,68.517,0.82878,0,0.46314,0.65815,-2.5722,15.269,0.98978,98.511,-1820,0.77,0.24444,0,0,1,4,2,34
0.616,0.175,8.83,-37.5,25.836,-35.211,17.159,0.99112,2,0.13381,51.367,95.004,184.17,-4146.4,-718.59,5250.3,95.004,-0.89132,-0.7062,-0.095572,0,0.15815,17.266,0.99382,98.664,-718.59,0.76,0.21111,0,0,1,4,2,34
223.86,0.091,15.262,-36.519,27.907,-34.557,12.797,0.99551,2,0.15394,37.456,94.019,1338.3,-95861,-2006.9,5.7952e+005,105.26,0.18573,-0.036775,2.2204e-016,0.18183,0.15526,12.818,0.99833,140.86,-2006.9,0.75,0.17778,0,0,1,4,2,34
0.91,0.215,21.912,-35.32,5.6687,-40.771,17.133,0.70361,4,-2.8178,24.059,80.051,217.64,-9438.2,-642.24,27995,42.737,-0.45016,-0.29118,-0.067975,0,-2.8708,17.323,0.98902,80.573,-106.08,0.7,0.18889,0,0,1,4,2,34
1.314,0.193,5.7777,-37.936,25.182,-36.955,19.429,0.98176,2,0.050519,15.061,125.46,199.72,-6311.2,-1632.6,12630,43.613,-1.1511,-0.94806,-0.31622,1.1102e-016,-0.018563,19.689,0.98679,102.02,228.78,0.73,0.2,0,0,1,4,2,34
1.267,0.16,9.5931,-40.008,30.088,-37.936,20.599,0.99234,2,0.10072,90.476,174.57,216.28,-4465.9,-39.335,5484.5,137.74,0.50596,-0.22154,0,0.45663,0.11668,20.721,0.99413,129.5,2429.7,0.75,0.17778,0,0,1,4,2,34
0.599,0.171,24.746,-37.064,7.6309,-42.951,18.099,0.74884,4,-2.8103,55.378,104.11,190.77,-4158.2,-1386.2,993.96,58.867,-0.48063,-0.45876,-0.31911,0,-2.8032,18.172,0.996,106.27,-1386.2,0.73,0.21111,0,0,1,4,2,34
1.603,0.164,23.002,-37.827,6.7588,-44.368,17.51,0.78618,4,-2.7588,69.964,119.1,143.86,-3528.5,-610.6,2117.5,101.73,0.20699,0,0.063116,0.087549,-2.7105,17.521,0.99939,106.84,-460.87,0.69,0.2,0,0,1,4,2,34
