interStrokeTime,strokeDuration,startX,startY,stopX,stopY,distanceEndToEnd,meanResultantLength,UDLRflag,directionEndToEnd,20pcPairwiseVelocity,50pcPairwiseVelocity,80pcPairwiseVelocity,20pcPairwiseAccel,50pcPairwiseAccel,80pcPairwiseAccel,medianVelocityLast3Points,largestDeviationEndToEnd,20pcDeviationEndToEnd,50pcDeviationEndToEnd,80pcDeviationEndToEnd,averageDirection,trajectoryLength,distE2EandtrajLength,averageVelocity,medianAccellerationAtFirst5points,midStrokePressure,midStrokeAreaCovered,midStrokeFingerOrientation,changeFingerOrientation,phoneOrientation,docID,phoneID,userID
1.219,0.265,29.23,-30.944,4.4349,-38.503,25.922,0.33333,4,-2.8457,0.079054,0.79054,5789.2,-1.0721e+006,2.6793e+005,1.6079e+006,0.79054,0.058788,0,0,0.041152,-2.8434,25.931,0.99966,97.852,2.6793e+005,0.33,0.044444,0,0,1,4,1,6
4.25,0.094,27.92,-30.44,9.3738,-33.161,18.745,0.33292,4,-2.9959,0,130.41,342.29,-79449,-1049.9,48782,264.85,0.6493,3.9968e-016,0.029267,0.3176,-3.0073,18.797,0.9972,199.97,-1049.9,0.44,0.044444,0,0,1,4,1,6
0.472,0.103,32.153,-27.113,10.18,-29.734,22.129,0.77092,4,-3.0229,81.013,247.57,322.48,-4251.1,3132.9,6729.5,319.65,1.2708,-2.2204e-016,0.55,1.0826,-3.0548,22.317,0.99159,216.67,3326.2,0.4,0.044444,0,0,1,4,1,6
0.821,0.197,31.044,-26.71,4.1325,-30.944,27.243,0.57892,4,-2.9856,5.0396,100.79,296.78,-1828.6,649.43,6057.7,306.47,1.7464,-7.9936e-016,0.43352,1.2781,-2.9864,27.648,0.98534,140.35,-91.69,0.44,0.044444,0,0,1,4,1,6
0.496,0.172,32.052,-26.71,1.4111,-33.262,31.334,0.71973,4,-2.9309,72.074,210.15,308.09,-9155.3,-2657.1,8481.4,173.62,2.6039,0.073762,1.1241,2.1626,-2.9237,31.881,0.98284,185.35,-3090.6,0.51,0.044444,0,0,1,4,1,6
0.419,0.139,0.20159,-31.952,29.331,-27.617,29.45,0.98731,2,0.14771,35.253,124.88,796.07,-1.3516e+005,-1569.7,6.5578e+005,82.027,-1.155,-0.72288,-0.37533,0,0.19421,29.608,0.99467,213.01,-1295.7,0.45,0.044444,0,0,1,4,1,6
2.792,0.153,3.6286,-29.23,27.315,-26.106,23.892,0.89219,2,0.13116,0,45.806,215.45,-2389.8,1892.9,5654.4,178.72,-0.81346,-0.53961,-0.099928,0,0.26964,24.052,0.99334,157.2,3927.2,0.46,0.044444,0,0,1,4,1,6
0.5,0.171,27.617,-23.283,4.0317,-29.029,24.275,0.77307,4,-2.9027,25.717,110.87,186.28,-36367,357.95,8215.1,110.48,1.0458,0,0.4162,0.91339,-2.9672,24.414,0.99432,142.77,3417.1,0.5,0.044444,0,0,1,4,1,6
1.237,0.121,23.586,-27.013,1.5119,-31.246,22.476,0.5539,4,-2.9521,23.672,146.5,916.57,-49714,-3941.3,4.5153e+005,209.55,1.158,0,0.29697,0.94922,-2.894,22.633,0.99308,187.05,5970,0.49,0.044444,0,0,1,4,1,6
0.497,0.171,1.5119,-33.463,25.098,-29.23,23.963,0.98025,2,0.1776,17.567,62.53,226.05,-3772.2,-515.18,12648,195.1,-1.3177,-0.38742,-0.10175,6.2172e-016,0.20158,24.281,0.9869,141.99,-243.86,0.59,0.044444,0,0,1,4,1,6
0.971,0.162,3.427,-33.161,25.4,-29.23,22.322,0.64969,2,0.17703,9.9778,18.782,169.51,-300.71,1530.1,3531.6,149.1,-0.91299,-0.5985,-0.28355,0,0.74181,22.921,0.97387,141.49,801.54,0.57,0.044444,0,0,1,4,1,6
0.573,0.233,30.339,-30.037,13.506,-31.246,16.876,0.79004,4,-3.0699,16.904,33.037,106.47,-1561.4,807.45,1921.1,118.66,0.95177,-2.2204e-017,0.3308,0.65498,2.9467,17.134,0.98493,73.537,158.19,0.32,0.044444,0,0,1,4,1,6
