interStrokeTime,strokeDuration,startX,startY,stopX,stopY,distanceEndToEnd,meanResultantLength,UDLRflag,directionEndToEnd,20pcPairwiseVelocity,50pcPairwiseVelocity,80pcPairwiseVelocity,20pcPairwiseAccel,50pcPairwiseAccel,80pcPairwiseAccel,medianVelocityLast3Points,largestDeviationEndToEnd,20pcDeviationEndToEnd,50pcDeviationEndToEnd,80pcDeviationEndToEnd,averageDirection,trajectoryLength,distE2EandtrajLength,averageVelocity,medianAccellerationAtFirst5points,midStrokePressure,midStrokeAreaCovered,midStrokeFingerOrientation,changeFingerOrientation,phoneOrientation,docID,phoneID,userID
1.849,0.299,30.037,-30.44,6.5516,-34.068,23.764,0.5,4,-2.9883,0.24288,132.98,3971.1,-9.5364e+005,-6467.1,1.25e+006,132.98,0.030781,-0.00042752,0,0.015391,-2.9879,23.766,0.9999,79.485,-6467.1,0.385,0.044444,0,0,1,4,3,9
0.918,0.217,10.079,-33.564,31.952,-30.037,22.155,0.9903,2,0.15991,0,90.77,195.46,-2237,-839.81,163.23,90.77,-0.85384,-0.66221,-0.051359,1.3323e-016,0.13041,22.281,0.99432,102.68,0,0.4,0.044444,0,0,1,4,3,9
0.538,0.22,29.129,-30.742,3.5278,-35.782,26.093,0.79118,4,-2.9472,21.756,93.289,176.07,-5219.7,-2046.8,23342,93.289,0.91732,-2.6645e-016,0.2305,0.76695,-2.973,26.305,0.99193,119.57,-634.51,0.345,0.044444,0,0,1,4,3,9
4.239,0.207,28.222,-30.742,0.10079,-35.883,28.587,0.53152,4,-2.9608,3.872,132.81,205.58,-20963,-514.46,39000,85.763,0.91581,2.6645e-016,0.50162,0.79257,-2.8576,28.805,0.99245,139.15,0,0.35,0.044444,0,0,1,4,3,9
0.728,0.247,7.7611,-34.169,32.153,-29.734,24.792,0.99438,2,0.17985,3.7798,75.321,144.9,-7484.2,0,4818.9,38.311,-0.93759,-0.24792,0,0.072122,0.10163,24.948,0.99375,101,727.29,0.37,0.044444,0,0,1,4,3,9
9.222,0.232,3.8302,-37.697,29.734,-33.363,26.264,0.97579,2,0.16578,2.3757,106.13,171.06,-3838.9,-773.3,1607,63.485,-1.5171,-1.0742,-0.23093,0,0.17211,26.511,0.99069,114.27,439.96,0.36,0.066667,0,0,1,4,3,9
0.584,0.29,31.851,-44.652,5.846,-52.715,27.226,0.76585,4,-2.8409,27.703,71.713,135.66,-2774.2,-1588.1,2319.7,42.651,-0.75599,-0.39255,-0.0067166,0.11418,-2.946,27.797,0.97947,95.851,1721,0.32,0.066667,0,0,1,4,3,9
1.332,0.185,28.525,-41.124,5.6444,-49.49,24.362,0.47475,4,-2.7911,0,125.49,176.18,-9735.9,-1307.2,505.22,68.861,-0.72312,-0.66161,-0.18432,8.8818e-017,-2.6213,24.464,0.99583,132.24,0,0.28,0.088889,0,0,1,4,3,9
0.48,0.26,2.923,-45.357,26.106,-39.713,23.86,0.98094,2,0.23883,2.8508,37.78,122.57,-1557.3,247.67,2208.2,108.39,-0.82774,-0.30419,-0.054076,0,0.19642,23.962,0.99571,92.163,286.12,0.25,0.044444,0,0,1,4,3,9
1.104,0.249,0.40317,-45.66,27.013,-41.426,26.944,0.80822,2,0.15777,25.197,118.79,163.8,-3065.1,-224.78,5068.2,128.2,-0.414,-0.1708,-0.064476,0,0.20181,27.252,0.98869,109.45,5600.2,0.31,0.044444,0,0,1,4,3,9
